timestamp,temperature_c
2024-01-01 00:00:00,0.019923292460732905
2024-01-01 01:00:00,1.2847762515595107
2024-01-01 02:00:00,1.2987448049679264
2024-01-01 03:00:00,2.763068971974115
2024-01-01 04:00:00,2.9281928012645513
2024-01-01 05:00:00,5.33620183068726
2024-01-01 06:00:00,3.572260560061242
2024-01-01 07:00:00,4.363945213050872
2024-01-01 08:00:00,4.053058569369187
2024-01-01 09:00:00,6.743687154779459
2024-01-01 10:00:00,10.419525768417497
2024-01-01 11:00:00,9.064592705988652
2024-01-01 12:00:00,12.08894290132502
2024-01-01 13:00:00,11.288556356158981
2024-01-01 14:00:00,10.583908348849933
2024-01-01 15:00:00,8.5218192098482
2024-01-01 16:00:00,6.347464030708165
2024-01-01 17:00:00,9.021055580990534
2024-01-01 18:00:00,3.9865932192546154
2024-01-01 19:00:00,0.552622067171884
2024-01-01 20:00:00,4.931976853904242
2024-01-01 21:00:00,0.9328411244232891
2024-01-01 22:00:00,2.1544938404732585
2024-01-01 23:00:00,0.0006301991843593036
2024-01-02 00:00:00,-0.4004166776506185
2024-01-02 01:00:00,-3.112356007542372
2024-01-02 02:00:00,1.2578381981928821
2024-01-02 03:00:00,1.553296745049913
2024-01-02 04:00:00,5.794073565202735
2024-01-02 05:00:00,3.317706322265808
2024-01-02 06:00:00,4.62883692340004
2024-01-02 07:00:00,3.532996141826718
2024-01-02 08:00:00,10.85723233181374
2024-01-02 09:00:00,9.59783552786214
2024-01-02 10:00:00,7.396958750091631
2024-01-02 11:00:00,11.757126328242585
2024-01-02 12:00:00,11.040471342418481
2024-01-02 13:00:00,6.551079308030216
2024-01-02 14:00:00,10.776001665536254
2024-01-02 15:00:00,8.830754777927853
2024-01-02 16:00:00,4.189997505040862
2024-01-02 17:00:00,7.983186597306471
2024-01-02 18:00:00,4.449108946467386
2024-01-02 19:00:00,2.5774670473198436
2024-01-02 20:00:00,5.359246323943791
2024-01-02 21:00:00,1.6793351159600611
2024-01-02 22:00:00,1.585883395225539
2024-01-02 23:00:00,1.4871789693006665
2024-01-03 00:00:00,0.2511268688177283
2024-01-03 01:00:00,2.68934310507232
2024-01-03 02:00:00,2.7970248495260277
2024-01-03 03:00:00,4.559604144301941
2024-01-03 04:00:00,6.302711835481153
2024-01-03 05:00:00,3.3310618015947138
2024-01-03 06:00:00,4.091103572845219
2024-01-03 07:00:00,6.321810588013033
2024-01-03 08:00:00,9.483150290049096
2024-01-03 09:00:00,10.70942563886936
2024-01-03 10:00:00,9.681232634641471
2024-01-03 11:00:00,11.40790109529207
2024-01-03 12:00:00,13.45562467166029
2024-01-03 13:00:00,11.35222401726626
2024-01-03 14:00:00,8.965741218992752
2024-01-03 15:00:00,11.540624958573941
2024-01-03 16:00:00,8.48166830184033
2024-01-03 17:00:00,7.35837990738646
2024-01-03 18:00:00,3.812566384529208
2024-01-03 19:00:00,4.4953287670717605
2024-01-03 20:00:00,0.8461395279850226
2024-01-03 21:00:00,-1.7121576988258167
2024-01-03 22:00:00,0.12865796294959542
2024-01-03 23:00:00,-1.82315469315615
2024-01-04 00:00:00,1.4685246647421049
2024-01-04 01:00:00,2.467206682801188
2024-01-04 02:00:00,4.487267400248077
2024-01-04 03:00:00,0.24382240277692624
2024-01-04 04:00:00,8.334448382720945
2024-01-04 05:00:00,4.080865359682671
2024-01-04 06:00:00,5.758307416320426
2024-01-04 07:00:00,7.644111778184115
2024-01-04 08:00:00,8.039176695971053
