time_s,elevation_deg,azimuth_deg,slant_range_km,doppler_hz
0.0,0.00,41.71,9406.9,-303600
5.0,2.94,44.88,2396.8,-303201
10.1,5.87,48.05,2129.9,-302010
15.1,8.77,51.22,1901.4,-300048
20.1,11.65,54.39,1708.0,-297349
25.2,14.48,57.56,1545.3,-293960
30.2,17.25,60.73,1409.0,-289937
35.2,19.97,63.90,1294.8,-285350
40.3,22.61,67.07,1199.0,-280274
45.3,25.16,70.24,1118.5,-274792
50.3,27.62,73.41,1050.6,-268994
55.4,29.98,76.58,993.2,-262970
60.4,32.23,79.75,944.5,-256815
65.5,34.36,82.92,903.1,-250622
70.5,36.36,86.09,868.0,-244484
75.5,38.23,89.26,838.1,-238489
80.6,39.95,92.43,812.7,-232725
85.6,41.53,95.60,791.2,-227270
90.6,42.96,98.77,773.1,-222200
95.7,44.22,101.94,758.0,-217581
100.7,45.32,105.11,745.5,-213475
105.7,46.25,108.28,735.5,-209934
110.8,47.01,111.45,727.5,-207003
115.8,47.60,114.62,721.6,-204718
120.8,48.01,117.79,717.6,-203107
125.9,48.24,120.96,715.3,-202189
130.9,48.30,124.13,714.8,201977
135.9,48.17,127.30,716.0,202472
141.0,47.87,130.47,719.0,203669
146.0,47.39,133.64,723.7,205552
151.0,46.73,136.81,730.5,208100
156.1,45.90,139.98,739.2,211280
161.1,44.90,143.15,750.2,215053
166.2,43.73,146.32,763.7,219371
171.2,42.40,149.49,780.0,224177
176.2,40.92,152.66,799.4,229410
181.3,39.28,155.83,822.4,234998
186.3,37.50,159.00,849.5,240864
191.3,35.58,162.17,881.4,246927
196.4,33.52,165.34,918.9,253098
201.4,31.35,168.51,963.0,259287
206.4,29.05,171.68,1015.0,265400
211.5,26.65,174.85,1076.4,271345
216.5,24.15,178.02,1149.1,277028
221.5,21.56,181.19,1235.4,282358
226.6,18.89,184.36,1338.1,287248
231.6,16.15,187.53,1460.7,291618
236.6,13.35,190.70,1607.0,295395
241.7,10.50,193.87,1781.4,298514
246.7,7.61,197.04,1988.4,300923
251.7,4.70,200.21,2231.9,302580
256.8,1.76,203.38,2514.8,303456
