time_s,elevation_deg,azimuth_deg,slant_range_km,doppler_hz
0.0,0.00,278.01,9406.9,-303600
5.0,2.78,278.84,2412.1,-303242
10.0,5.56,279.68,2155.7,-302169
15.1,8.34,280.51,1933.3,-300390
20.1,11.11,281.34,1742.0,-297913
25.1,13.86,282.18,1578.4,-294756
30.1,16.61,283.01,1439.0,-290937
35.1,19.33,283.84,1320.0,-286480
40.1,22.04,284.68,1218.4,-281412
45.2,24.73,285.51,1131.4,-275763
50.2,27.39,286.34,1056.7,-269567
55.2,30.02,287.18,992.2,-262860
60.2,32.63,288.01,936.4,-255680
65.2,35.21,288.84,887.9,-248069
70.3,37.75,289.68,845.6,-240068
75.3,40.25,290.51,808.6,-231722
80.3,42.71,291.34,776.1,-223074
85.3,45.14,292.18,747.6,-214170
90.3,47.51,293.01,722.5,-205056
95.4,49.85,293.84,700.3,-195776
100.4,52.13,294.68,680.7,-186376
105.4,54.36,295.51,663.5,-176898
110.4,56.54,296.34,648.2,-167386
115.4,58.67,297.18,634.7,-157881
120.4,60.73,298.01,622.8,-148424
125.5,62.74,298.84,612.3,-139053
130.5,64.69,299.68,603.1,-129804
135.5,66.57,300.51,595.0,-120713
140.5,68.39,301.34,587.9,-111810
145.5,70.14,302.18,581.8,-103127
150.6,71.83,303.01,576.4,-94693
155.6,73.44,303.85,571.8,-86532
160.6,74.98,304.68,567.8,-78669
165.6,76.45,305.51,564.4,-71126
170.6,77.85,306.35,561.6,-63923
175.7,79.16,307.18,559.2,-57076
180.7,80.41,308.01,557.2,-50603
185.7,81.57,308.85,555.5,-44517
190.7,82.65,309.68,554.2,-38831
195.7,83.65,310.51,553.1,-33555
200.7,84.58,311.35,552.3,-28700
205.8,85.41,312.18,551.6,-24273
210.8,86.17,313.01,551.1,-20281
215.8,86.84,313.85,550.8,-16730
220.8,87.43,314.68,550.5,-13624
225.8,87.93,315.51,550.3,-10969
230.9,88.35,316.35,550.2,-8768
235.9,88.67,317.18,550.1,-7022
240.9,88.92,318.01,550.1,-5734
245.9,89.07,318.85,550.1,-4905
250.9,89.14,319.68,550.1,-4537
256.0,89.13,320.51,550.1,4629
261.0,89.02,321.35,550.1,5182
266.0,88.83,322.18,550.1,6194
271.0,88.55,323.01,550.2,7665
276.0,88.19,323.85,550.3,9594
281.0,87.74,324.68,550.4,11977
286.1,87.20,325.52,550.6,14813
291.1,86.58,326.35,550.9,18097
296.1,85.88,327.18,551.3,21825
301.1,85.09,328.02,551.9,25992
306.1,84.22,328.85,552.6,30591
311.2,83.26,329.68,553.5,35616
316.2,82.23,330.52,554.7,41057
321.2,81.11,331.35,556.1,46904
326.2,79.92,332.18,557.9,53147
331.2,78.65,333.02,560.1,59771
336.3,77.30,333.85,562.7,66762
341.3,75.87,334.68,565.7,74104
346.3,74.37,335.52,569.3,81777
351.3,72.80,336.35,573.6,89762
356.3,71.16,337.18,578.5,98035
361.3,69.45,338.02,584.1,106572
366.4,67.67,338.85,590.7,115346
371.4,65.83,339.68,598.1,124328
376.4,63.92,340.52,606.6,133487
381.4,61.94,341.35,616.4,142789
386.4,59.91,342.18,627.4,152199
391.5,57.82,343.02,639.9,161680
396.5,55.68,343.85,654.1,171192
401.5,53.47,344.68,670.1,180695
406.5,51.22,345.52,688.3,190148
411.5,48.92,346.35,708.8,199505
416.6,46.57,347.19,732.1,208724
421.6,44.17,348.02,758.6,217760
426.6,41.73,348.85,788.6,226566
431.6,39.25,349.69,822.8,235099
436.6,36.73,350.52,861.8,243312
441.6,34.18,351.35,906.5,251162
446.7,31.59,352.19,957.8,258606
451.7,28.97,353.02,1016.9,265602
456.7,26.33,353.85,1085.3,272109
461.7,23.66,354.69,1164.6,278090
466.7,20.96,355.52,1257.2,283511
471.8,18.24,356.35,1365.3,288338
476.8,15.51,357.19,1492.1,292543
481.8,12.76,358.02,1640.8,296100
486.8,10.00,358.85,1815.0,298987
491.8,7.23,359.69,2018.4,301186
496.9,4.45,0.52,2254.1,302684
501.9,1.67,1.35,2524.5,303471
