time_s,elevation_deg,azimuth_deg,slant_range_km,doppler_hz
0.0,0.00,349.84,9406.9,-303600
5.0,2.94,353.22,2397.1,-303201
10.1,5.86,356.59,2130.3,-302012
15.1,8.77,359.97,1901.9,-300053
20.1,11.64,3.34,1708.4,-297357
25.2,14.47,6.72,1545.7,-293970
30.2,17.25,10.09,1409.4,-289949
35.2,19.96,13.47,1295.1,-285362
40.3,22.60,16.84,1199.2,-280282
45.3,25.16,20.22,1118.5,-274793
50.3,27.63,23.59,1050.5,-268982
55.4,29.99,26.97,992.9,-262939
60.4,32.25,30.34,944.1,-256758
65.5,34.39,33.71,902.6,-250532
70.5,36.40,37.09,867.3,-244352
75.5,38.29,40.46,837.2,-238306
80.6,40.03,43.84,811.7,-232481
85.6,41.62,47.21,790.0,-226955
90.6,43.06,50.59,771.8,-221804
95.7,44.35,53.96,756.5,-217095
100.7,45.48,57.34,743.8,-212889
105.7,46.43,60.71,733.5,-209239
110.8,47.22,64.09,725.4,-206190
115.8,47.84,67.46,719.2,-203780
120.8,48.28,70.84,714.9,-202038
125.9,48.55,74.21,712.4,-200984
130.9,48.64,77.59,711.5,0
135.9,48.55,80.96,712.4,200984
141.0,48.28,84.34,714.9,202038
146.0,47.84,87.71,719.2,203780
151.0,47.22,91.09,725.4,206190
156.1,46.43,94.46,733.5,209239
161.1,45.48,97.84,743.8,212889
166.2,44.35,101.21,756.5,217095
171.2,43.06,104.59,771.8,221804
176.2,41.62,107.96,790.0,226955
181.3,40.03,111.34,811.7,232481
186.3,38.29,114.71,837.2,238306
191.3,36.40,118.09,867.3,244352
196.4,34.39,121.46,902.6,250532
201.4,32.25,124.84,944.1,256758
206.4,29.99,128.21,992.9,262939
211.5,27.63,131.59,1050.5,268982
216.5,25.16,134.96,1118.5,274793
221.5,22.60,138.34,1199.2,280282
226.6,19.96,141.71,1295.1,285362
231.6,17.25,145.09,1409.4,289949
236.6,14.47,148.46,1545.7,293970
241.7,11.64,151.84,1708.4,297357
246.7,8.77,155.21,1901.9,300053
251.7,5.86,158.59,2130.3,302012
256.8,2.94,161.96,2397.1,303201
261.8,0.00,165.34,2703.8,303600
