time_s,elevation_deg,azimuth_deg,slant_range_km,doppler_hz
0.0,0.00,56.17,9406.9,-303600
5.0,2.85,57.28,2405.4,-303224
10.0,5.70,58.40,2144.4,-302101
15.1,8.53,59.52,1919.1,-300241
20.1,11.35,60.64,1726.7,-297665
25.1,14.14,61.76,1563.2,-294398
30.1,16.91,62.88,1424.8,-290475
35.1,19.64,63.99,1307.6,-285935
40.2,22.34,65.11,1208.3,-280823
45.2,24.98,66.23,1123.7,-275190
50.2,27.58,67.35,1051.6,-269091
55.2,30.13,68.47,989.9,-262585
60.3,32.61,69.58,936.8,-255732
65.3,35.03,70.70,891.0,-248596
70.3,37.38,71.82,851.3,-241242
75.3,39.66,72.94,816.9,-233733
80.3,41.85,74.06,787.0,-226136
85.4,43.97,75.18,761.0,-218513
90.4,45.99,76.29,738.2,-210926
95.4,47.93,77.41,718.4,-203437
100.4,49.77,78.53,701.0,-196102
105.4,51.50,79.65,685.9,-188976
110.5,53.14,80.77,672.7,-182111
115.5,54.67,81.88,661.2,-175556
120.5,56.09,83.00,651.2,-169354
125.5,57.41,84.12,642.5,-163546
130.5,58.60,85.24,635.1,-158171
135.6,59.68,86.36,628.7,-153260
140.6,60.64,87.48,623.3,-148844
145.6,61.48,88.59,618.8,-144949
150.6,62.20,89.71,615.0,-141596
155.7,62.79,90.83,612.1,-138805
160.7,63.26,91.95,609.8,-136592
165.7,63.61,93.07,608.1,-134967
170.7,63.82,94.18,607.1,-133940
175.7,63.91,95.30,606.7,-133517
180.8,63.87,96.42,606.9,133698
185.8,63.71,97.54,607.6,134484
190.8,63.41,98.66,609.0,135871
195.8,63.00,99.78,611.1,137850
200.8,62.45,100.89,613.8,140412
205.9,61.78,102.01,617.2,143541
210.9,60.99,103.13,621.4,147222
215.9,60.08,104.25,626.4,151433
220.9,59.05,105.37,632.4,156149
225.9,57.90,106.48,639.4,161342
231.0,56.63,107.60,647.6,166981
236.0,55.25,108.72,657.0,173030
241.0,53.77,109.84,667.9,179450
246.0,52.17,110.96,680.4,186196
251.0,50.47,112.08,694.7,193224
256.1,48.67,113.19,711.2,200481
261.1,46.78,114.31,730.0,207916
266.1,44.79,115.43,751.5,215470
271.1,42.71,116.55,776.2,223086
276.2,40.55,117.67,804.5,230701
281.2,38.30,118.78,837.0,238253
286.2,35.98,119.90,874.4,245677
291.2,33.59,121.02,917.6,252908
296.2,31.13,122.14,967.7,259882
301.3,28.61,123.26,1025.8,266534
306.3,26.03,124.38,1093.5,272803
311.3,23.40,125.49,1172.8,278629
316.3,20.72,126.61,1265.9,283956
321.3,18.01,127.73,1375.6,288730
326.4,15.25,128.85,1505.1,292906
331.4,12.47,129.97,1658.1,296439
336.4,9.66,131.08,1838.4,299295
341.4,6.83,132.20,2050.1,301444
346.4,3.99,133.32,2296.6,302864
351.5,1.14,134.44,2579.9,303540
