time_s,elevation_deg,azimuth_deg,slant_range_km,doppler_hz
0.0,0.00,121.54,9406.9,-303600
5.1,3.12,126.79,2379.5,-303151
10.1,6.21,132.04,2101.4,-301821
15.2,9.24,137.28,1868.0,-299662
20.2,12.19,142.53,1674.9,-296758
25.3,15.03,147.78,1516.7,-293220
30.3,17.73,153.02,1387.8,-289182
35.4,20.27,158.27,1283.1,-284798
40.4,22.63,163.52,1198.3,-280228
45.5,24.78,168.76,1129.8,-275641
50.5,26.71,174.01,1074.7,-271201
55.6,28.40,179.26,1031.0,-267066
60.6,29.83,184.50,996.7,-263380
65.7,30.99,189.75,970.7,-260269
70.7,31.87,195.00,952.0,-257840
75.8,32.46,200.25,939.9,-256175
80.8,32.75,205.49,933.9,-255328
85.9,32.75,210.74,933.9,255328
91.0,32.46,215.99,939.9,256175
96.0,31.87,221.23,952.0,257840
101.1,30.99,226.48,970.7,260269
106.1,29.83,231.73,996.7,263380
111.2,28.40,236.97,1031.0,267066
116.2,26.71,242.22,1074.7,271201
121.3,24.78,247.47,1129.8,275641
126.3,22.63,252.72,1198.3,280228
131.4,20.27,257.96,1283.1,284798
136.4,17.73,263.21,1387.8,289182
141.5,15.03,268.46,1516.7,293220
146.5,12.19,273.70,1674.9,296758
151.6,9.24,278.95,1868.0,299662
156.6,6.21,284.20,2101.4,301821
161.7,3.12,289.44,2379.5,303151
166.7,0.00,294.69,2703.8,303600
