time_s,elevation_deg,azimuth_deg,slant_range_km,doppler_hz
0.0,0.00,334.69,9406.9,-303600
5.1,3.08,339.03,2383.5,-303163
10.1,6.13,343.36,2108.0,-301866
15.2,9.13,347.70,1875.5,-299751
20.2,12.07,352.04,1682.0,-296888
25.3,14.92,356.37,1522.3,-293369
30.3,17.65,0.71,1391.2,-289307
35.4,20.25,5.05,1283.8,-284831
40.4,22.70,9.38,1195.9,-280081
45.5,24.98,13.72,1123.9,-275203
50.5,27.07,18.05,1065.1,-270345
55.6,28.95,22.39,1017.3,-265651
60.6,30.62,26.73,978.7,-261259
65.7,32.06,31.06,948.0,-257297
70.7,33.26,35.40,924.0,-253876
75.8,34.20,39.74,906.0,-251092
80.8,34.89,44.07,893.5,-249023
85.9,35.32,48.41,885.9,-247725
90.9,35.48,52.74,883.1,-247233
96.0,35.37,57.08,885.0,247561
101.0,35.00,61.42,891.6,248700
106.1,34.36,65.75,903.1,250619
111.1,33.47,70.09,920.0,253266
116.2,32.32,74.43,942.7,256566
121.2,30.93,78.76,972.0,260429
126.3,29.31,83.10,1008.9,264744
131.3,27.46,87.44,1054.8,269388
136.4,25.41,91.77,1111.2,274225
141.5,23.17,96.11,1180.3,279111
146.5,20.75,100.44,1264.8,283899
151.6,18.18,104.78,1368.0,288441
156.6,15.47,109.12,1494.0,292596
161.7,12.65,113.45,1647.5,296233
166.7,9.73,117.79,1833.8,299236
171.8,6.73,122.13,2058.2,301506
176.8,3.69,126.46,2324.9,302971
181.9,0.62,130.80,2636.2,303582
