time_s,elevation_deg,azimuth_deg,slant_range_km,doppler_hz
0.0,0.00,117.07,9406.9,-303600
5.0,2.96,120.14,2395.0,-303196
10.1,5.90,123.21,2127.0,-301991
15.1,8.82,126.29,1897.9,-300009
20.1,11.70,129.36,1704.5,-297290
25.1,14.53,132.44,1542.4,-293885
30.2,17.30,135.51,1406.8,-289861
35.2,20.00,138.58,1293.6,-285295
40.2,22.61,141.66,1199.0,-280273
45.2,25.12,144.73,1119.7,-274887
50.3,27.52,147.81,1053.2,-269237
55.3,29.81,150.88,997.1,-263423
60.3,31.97,153.95,949.8,-257549
65.3,33.99,157.03,910.0,-251715
70.4,35.87,160.10,876.3,-246020
75.4,37.59,163.18,848.0,-240559
80.4,39.16,166.25,824.2,-235419
85.5,40.55,169.32,804.4,-230683
90.5,41.77,172.40,788.1,-226425
95.5,42.81,175.47,774.9,-222709
100.5,43.67,178.55,764.4,-219591
105.6,44.35,181.62,756.6,-217117
110.6,44.83,184.69,751.1,-215325
115.6,45.12,187.77,747.8,-214239
120.6,45.21,190.84,746.7,-213875
125.7,45.12,193.92,747.8,214239
130.7,44.83,196.99,751.1,215325
135.7,44.35,200.06,756.6,217117
140.7,43.67,203.14,764.4,219591
145.8,42.81,206.21,774.9,222709
150.8,41.77,209.29,788.1,226425
155.8,40.55,212.36,804.4,230683
160.9,39.16,215.43,824.2,235419
165.9,37.59,218.51,848.0,240559
170.9,35.87,221.58,876.3,246020
175.9,33.99,224.66,910.0,251715
181.0,31.97,227.73,949.8,257549
186.0,29.81,230.80,997.1,263423
191.0,27.52,233.88,1053.2,269237
196.0,25.12,236.95,1119.7,274887
201.1,22.61,240.03,1199.0,280273
206.1,20.00,243.10,1293.6,285295
211.1,17.30,246.17,1406.8,289861
216.1,14.53,249.25,1542.4,293885
221.2,11.70,252.32,1704.5,297290
226.2,8.82,255.40,1897.9,300009
231.2,5.90,258.47,2127.0,301991
236.3,2.96,261.54,2395.0,303196
241.3,0.00,264.62,2703.8,303600
