time_s,elevation_deg,azimuth_deg,slant_range_km,doppler_hz
0.0,0.00,35.16,9406.9,-303600
5.0,2.97,38.16,2394.1,-303193
10.1,5.92,41.16,2125.3,-301980
15.1,8.85,44.16,1895.9,-299986
20.2,11.74,47.15,1702.3,-297251
25.2,14.58,50.15,1540.1,-293828
30.2,17.35,53.15,1404.7,-289787
35.3,20.05,56.15,1291.7,-285205
40.3,22.66,59.15,1197.3,-280171
45.3,25.17,62.14,1118.4,-274781
50.4,27.57,65.14,1052.1,-269135
55.4,29.84,68.14,996.4,-263337
60.5,31.99,71.14,949.4,-257491
65.5,34.00,74.14,909.9,-251700
70.5,35.86,77.13,876.6,-246065
75.6,37.56,80.13,848.6,-240681
80.6,39.09,83.13,825.1,-235637
85.6,40.45,86.13,805.7,-231014
90.7,41.64,89.13,789.8,-226888
95.7,42.64,92.13,777.0,-223322
100.8,43.46,95.12,767.0,-220371
105.8,44.08,98.12,759.6,-218080
110.8,44.52,101.12,754.6,-216484
115.9,44.75,104.12,751.9,-215606
120.9,44.79,107.12,751.5,215459
125.9,44.63,110.11,753.2,216046
131.0,44.28,113.11,757.3,217357
136.0,43.73,116.11,763.7,219373
141.1,42.99,119.11,772.7,222065
146.1,42.06,122.11,784.3,225391
151.1,40.95,125.10,799.0,229301
156.2,39.66,128.10,816.9,233733
161.2,38.19,131.10,838.7,238618
166.3,36.56,134.10,864.8,243876
171.3,34.76,137.10,895.8,249422
176.3,32.81,140.09,932.8,255162
181.4,30.72,143.09,976.6,260998
186.4,28.49,146.09,1028.6,266828
191.4,26.14,149.09,1090.5,272547
196.5,23.67,152.09,1164.1,278052
201.5,21.10,155.08,1251.9,283241
206.6,18.44,158.08,1357.0,288014
211.6,15.69,161.08,1483.0,292282
216.6,12.88,164.08,1633.9,295961
221.7,10.01,167.08,1814.4,298978
226.7,7.10,170.07,2029.0,301274
231.7,4.15,173.07,2281.7,302804
236.8,1.19,176.07,2575.0,303535
