time_s,elevation_deg,azimuth_deg,slant_range_km,doppler_hz
0.0,0.00,147.74,9406.9,-303600
5.0,2.99,151.23,2391.5,-303186
10.1,5.97,154.71,2121.0,-301952
15.1,8.92,158.20,1890.9,-299930
20.1,11.82,161.69,1697.4,-297165
25.1,14.65,165.18,1536.0,-293724
30.2,17.41,168.66,1401.8,-289686
35.2,20.08,172.15,1290.4,-285144
40.2,22.64,175.64,1197.8,-280201
45.3,25.08,179.13,1120.8,-274968
50.3,27.39,182.61,1056.6,-269560
55.3,29.56,186.10,1003.0,-264093
60.3,31.56,189.59,958.4,-258684
65.4,33.41,193.08,921.2,-253445
70.4,35.07,196.56,890.3,-248483
75.4,36.55,200.05,864.9,-243898
80.5,37.83,203.54,844.2,-239780
85.5,38.92,207.03,827.7,-236208
90.5,39.80,210.52,814.9,-233251
95.5,40.47,214.00,805.5,-230964
100.6,40.93,217.49,799.3,-229389
105.6,41.16,220.98,796.1,-228556
110.6,41.19,224.47,795.8,228480
115.7,40.99,227.95,798.4,229162
120.7,40.58,231.44,804.0,230591
125.7,39.95,234.93,812.8,232738
130.7,39.11,238.42,824.8,235566
135.8,38.07,241.90,840.6,239020
140.8,36.82,245.39,860.4,243035
145.8,35.38,248.88,884.8,247533
150.8,33.75,252.37,914.5,252427
155.9,31.95,255.85,950.4,257619
160.9,29.97,259.34,993.4,263003
165.9,27.84,262.83,1045.1,268467
171.0,25.56,266.32,1107.0,273897
176.0,23.14,269.81,1181.3,279174
181.0,20.60,273.29,1270.5,284184
186.0,17.95,276.78,1377.9,288815
191.1,15.21,280.27,1507.1,292961
196.1,12.39,283.76,1662.7,296529
201.1,9.50,287.24,1849.4,299434
206.2,6.56,290.73,2071.9,301610
211.2,3.59,294.22,2334.0,303004
216.2,0.60,297.71,2638.0,303583
