time_s,elevation_deg,azimuth_deg,slant_range_km,doppler_hz
0.0,0.00,179.01,9406.9,-303600
5.0,2.99,181.22,2391.7,-303186
10.1,5.97,183.44,2121.4,-301955
15.1,8.91,185.65,1891.3,-299934
20.1,11.81,187.87,1697.8,-297173
25.1,14.65,190.08,1536.4,-293734
30.2,17.41,192.30,1402.1,-289697
35.2,20.07,194.51,1290.6,-285155
40.2,22.64,196.72,1198.0,-280209
45.2,25.08,198.94,1120.8,-274969
50.3,27.40,201.15,1056.5,-269550
55.3,29.57,203.37,1002.8,-264068
60.3,31.58,205.58,958.0,-258637
65.4,33.43,207.80,920.7,-253371
70.4,35.10,210.01,889.7,-248375
75.4,36.60,212.23,864.1,-243750
80.4,37.89,214.44,843.3,-239584
85.5,38.99,216.65,826.6,-235959
90.5,39.89,218.87,813.6,-232942
95.5,40.58,221.08,804.0,-230590
100.6,41.05,223.30,797.6,-228945
105.6,41.31,225.51,794.1,-228039
110.6,41.36,227.73,793.5,227888
115.6,41.18,229.94,795.8,228493
120.7,40.79,232.16,801.1,229845
125.7,40.19,234.37,809.4,231918
130.7,39.38,236.58,821.0,234676
135.7,38.36,238.80,836.1,238065
140.8,37.14,241.01,855.2,242024
145.8,35.72,243.23,878.8,246475
150.8,34.12,245.44,907.6,251335
155.9,32.34,247.66,942.2,256505
160.9,30.39,249.87,983.9,261883
165.9,28.28,252.08,1033.9,267358
170.9,26.02,254.30,1093.7,272817
176.0,23.63,256.51,1165.4,278142
181.0,21.11,258.73,1251.5,283219
186.0,18.49,260.94,1355.0,287935
191.0,15.76,263.16,1479.7,292186
196.1,12.95,265.37,1629.7,295874
201.1,10.08,267.59,1809.8,298915
206.1,7.15,269.80,2024.7,301239
211.2,4.18,272.01,2278.6,302791
216.2,1.20,274.23,2573.9,303534
