time_s,elevation_deg,azimuth_deg,slant_range_km,doppler_hz
0.0,0.00,347.63,9406.9,-303600
5.0,2.78,349.23,2412.0,-303242
10.0,5.56,350.84,2155.7,-302169
15.0,8.34,352.44,1933.3,-300389
20.0,11.11,354.05,1742.0,-297914
25.1,13.86,355.65,1578.5,-294758
30.1,16.60,357.26,1439.1,-290943
35.1,19.33,358.87,1320.3,-286492
40.1,22.03,0.47,1218.8,-281433
45.1,24.71,2.08,1131.9,-275798
50.1,27.37,3.68,1057.3,-269622
55.1,29.99,5.29,992.9,-262941
60.1,32.59,6.89,937.2,-255796
65.1,35.15,8.50,888.8,-248228
70.2,37.68,10.10,846.6,-240281
75.2,40.17,11.71,809.7,-232000
80.2,42.61,13.31,777.4,-223431
85.2,45.02,14.92,748.9,-214619
90.2,47.37,16.52,723.9,-205611
95.2,49.68,18.13,701.8,-196454
100.2,51.93,19.74,682.3,-187191
105.2,54.14,21.34,665.1,-177869
110.2,56.28,22.95,649.9,-168530
115.3,58.37,24.55,636.5,-159217
120.3,60.40,26.16,624.6,-149970
125.3,62.36,27.76,614.2,-140828
130.3,64.26,29.37,605.0,-131827
135.3,66.10,30.97,597.0,-123003
140.3,67.87,32.58,589.9,-114387
145.3,69.56,34.18,583.7,-106010
150.3,71.19,35.79,578.4,-97900
155.3,72.74,37.39,573.7,-90084
160.3,74.22,39.00,569.7,-82584
165.4,75.62,40.61,566.3,-75422
170.4,76.94,42.21,563.4,-68618
175.4,78.18,43.82,560.9,-62189
180.4,79.34,45.42,558.9,-56152
185.4,80.42,47.03,557.1,-50518
190.4,81.42,48.63,555.7,-45302
195.4,82.33,50.24,554.6,-40513
200.4,83.16,51.84,553.6,-36161
205.4,83.90,53.45,552.9,-32254
210.5,84.56,55.05,552.3,-28797
215.5,85.13,56.66,551.8,-25798
220.5,85.61,58.26,551.5,-23260
225.5,86.00,59.87,551.2,-21187
230.5,86.30,61.48,551.1,-19583
235.5,86.52,63.08,550.9,-18449
240.5,86.64,64.69,550.9,-17787
245.5,86.68,66.29,550.9,17598
250.5,86.62,67.90,550.9,17881
255.6,86.48,69.50,551.0,18638
260.6,86.25,71.11,551.1,19866
265.6,85.93,72.71,551.3,21564
270.6,85.52,74.32,551.6,23730
275.6,85.02,75.92,551.9,26361
280.6,84.43,77.53,552.4,29452
285.6,83.76,79.14,553.0,32999
290.6,83.00,80.74,553.8,36996
295.6,82.16,82.35,554.8,41436
300.7,81.23,83.95,556.0,46312
305.7,80.21,85.56,557.5,51612
310.7,79.12,87.16,559.3,57327
315.7,77.94,88.77,561.4,63444
320.7,76.68,90.37,564.0,69949
325.7,75.34,91.98,567.0,76826
330.7,73.93,93.58,570.5,84057
335.7,72.44,95.19,574.6,91623
340.7,70.87,96.79,579.4,99500
345.8,69.23,98.40,584.9,107665
350.8,67.52,100.01,591.2,116092
355.8,65.74,101.61,598.5,124752
360.8,63.89,103.22,606.8,133614
365.8,61.98,104.82,616.2,142646
370.8,60.00,106.43,626.9,151812
375.8,57.96,108.03,639.0,161076
380.8,55.86,109.64,652.8,170397
385.8,53.70,111.24,668.4,179736
390.8,51.49,112.85,686.0,189050
395.9,49.22,114.45,706.0,198295
400.9,46.90,116.06,728.7,207426
405.9,44.54,117.66,754.3,216399
410.9,42.13,119.27,783.5,225166
415.9,39.67,120.88,816.7,233681
420.9,37.18,122.48,854.6,241899
425.9,34.64,124.09,898.0,249773
430.9,32.07,125.69,947.7,257260
435.9,29.47,127.30,1005.0,264316
441.0,26.84,128.90,1071.3,270899
446.0,24.18,130.51,1148.2,276970
451.0,21.49,132.11,1237.8,282492
456.0,18.78,133.72,1342.6,287432
461.0,16.06,135.32,1465.2,291758
466.0,13.31,136.93,1609.2,295443
471.0,10.55,138.53,1777.9,298464
476.0,7.79,140.14,1975.2,300801
481.0,5.01,141.75,2204.2,302441
486.1,2.23,143.35,2467.5,303371
