time_s,elevation_deg,azimuth_deg,slant_range_km,doppler_hz
0.0,0.00,342.26,9406.9,-303600
5.0,2.92,345.05,2398.4,-303205
10.0,5.84,347.84,2132.5,-302026
15.1,8.73,350.63,1904.6,-300084
20.1,11.59,353.41,1711.5,-297409
25.1,14.41,356.20,1548.8,-294047
30.1,17.18,358.99,1412.3,-290051
35.1,19.89,1.78,1297.8,-285486
40.2,22.53,4.57,1201.5,-280424
45.2,25.09,7.36,1120.5,-274945
50.2,27.57,10.15,1052.1,-269134
55.2,29.94,12.94,994.1,-263077
60.2,32.21,15.73,944.8,-256866
65.3,34.37,18.52,902.9,-250590
70.3,36.41,21.31,867.2,-244339
75.3,38.32,24.10,836.7,-238200
80.3,40.09,26.89,810.8,-232257
85.3,41.73,29.68,788.7,-226588
90.4,43.21,32.47,770.0,-221267
95.4,44.55,35.26,754.2,-216362
100.4,45.73,38.05,741.1,-211934
105.4,46.75,40.83,730.3,-208037
110.4,47.60,43.62,721.6,-204718
115.5,48.29,46.41,714.9,-202015
120.5,48.80,49.20,709.9,-199961
125.5,49.15,51.99,706.7,-198578
130.5,49.32,54.78,705.1,-197883
135.5,49.32,57.57,705.1,197883
140.6,49.15,60.36,706.7,198578
145.6,48.80,63.15,709.9,199961
150.6,48.29,65.94,714.9,202015
155.6,47.60,68.73,721.6,204718
160.6,46.75,71.52,730.3,208037
165.7,45.73,74.31,741.1,211934
170.7,44.55,77.10,754.2,216362
175.7,43.21,79.89,770.0,221267
180.7,41.73,82.68,788.7,226588
185.7,40.09,85.47,810.8,232257
190.8,38.32,88.26,836.7,238200
195.8,36.41,91.04,867.2,244339
200.8,34.37,93.83,902.9,250590
205.8,32.21,96.62,944.8,256866
210.8,29.94,99.41,994.1,263077
215.9,27.57,102.20,1052.1,269134
220.9,25.09,104.99,1120.5,274945
225.9,22.53,107.78,1201.5,280424
230.9,19.89,110.57,1297.8,285486
235.9,17.18,113.36,1412.3,290051
241.0,14.41,116.15,1548.8,294047
246.0,11.59,118.94,1711.5,297409
251.0,8.73,121.73,1904.6,300084
256.0,5.84,124.52,2132.5,302026
261.1,2.92,127.31,2398.4,303205
266.1,0.00,130.10,2703.8,303600
