time_s,elevation_deg,azimuth_deg,slant_range_km,doppler_hz
0.0,0.00,16.28,9406.9,-303600
5.0,3.04,18.82,2387.3,-303174
10.1,6.05,21.36,2114.2,-301907
15.1,9.03,23.90,1882.7,-299836
20.1,11.95,26.44,1689.2,-297020
25.2,14.79,28.98,1528.8,-293538
30.2,17.54,31.52,1396.2,-289488
35.3,20.17,34.06,1287.0,-284981
40.3,22.67,36.60,1196.9,-280141
45.3,25.03,39.14,1122.5,-275098
50.4,27.22,41.68,1061.2,-269985
55.4,29.23,44.22,1010.7,-264934
60.4,31.06,46.76,969.2,-260076
65.5,32.68,49.30,935.4,-255532
70.5,34.10,51.83,908.1,-251413
75.6,35.29,54.37,886.4,-247821
80.6,36.25,56.91,869.9,-244840
85.6,36.98,59.45,857.9,-242542
90.7,37.46,61.99,850.0,-240979
95.7,37.71,64.53,846.2,-240189
100.7,37.71,67.07,846.2,240189
105.8,37.46,69.61,850.0,240979
110.8,36.98,72.15,857.9,242542
115.8,36.25,74.69,869.9,244840
120.9,35.29,77.23,886.4,247821
125.9,34.10,79.77,908.1,251413
131.0,32.68,82.31,935.4,255532
136.0,31.06,84.85,969.2,260076
141.0,29.23,87.39,1010.7,264934
146.1,27.22,89.93,1061.2,269985
151.1,25.03,92.47,1122.5,275098
156.1,22.67,95.01,1196.9,280141
161.2,20.17,97.55,1287.0,284981
166.2,17.54,100.08,1396.2,289488
171.2,14.79,102.62,1528.8,293538
176.3,11.95,105.16,1689.2,297020
181.3,9.03,107.70,1882.7,299836
186.4,6.05,110.24,2114.2,301907
191.4,3.04,112.78,2387.3,303174
196.4,0.00,115.32,2703.8,303600
