time_s,elevation_deg,azimuth_deg,slant_range_km,doppler_hz
0.0,0.00,321.32,9406.9,-303600
5.0,3.05,324.59,2386.0,-303170
10.1,6.08,327.85,2112.0,-301893
15.1,9.07,331.12,1880.2,-299806
20.2,11.99,334.38,1686.6,-296972
25.2,14.84,337.65,1526.3,-293473
30.3,17.59,340.91,1394.1,-289412
35.3,20.21,344.18,1285.3,-284904
40.4,22.70,347.44,1195.8,-280078
45.4,25.04,350.71,1122.1,-275068
50.5,27.21,353.97,1061.5,-270012
55.5,29.19,357.24,1011.7,-265046
60.6,30.98,0.50,971.0,-260302
65.6,32.55,3.77,938.0,-255905
70.6,33.91,7.03,911.5,-251965
75.7,35.04,10.30,890.9,-248584
80.7,35.93,13.56,875.3,-245845
85.8,36.57,16.83,864.4,-243815
90.8,36.98,20.09,857.9,-242545
95.9,37.13,23.36,855.4,-242064
100.9,37.03,26.62,857.1,242385
106.0,36.67,29.89,862.8,243499
111.0,36.08,33.15,872.8,245380
116.1,35.23,36.42,887.4,247982
121.1,34.15,39.68,907.0,251241
126.2,32.84,42.94,932.2,255077
131.2,31.31,46.21,963.8,259391
136.2,29.56,49.47,1002.9,264076
141.3,27.62,52.74,1050.7,269007
146.3,25.49,56.00,1109.0,274056
151.4,23.18,59.27,1179.9,279086
156.4,20.72,62.53,1266.0,283960
161.5,18.12,65.80,1370.6,288542
166.5,15.40,69.06,1497.8,292702
171.6,12.57,72.33,1652.0,296322
176.6,9.66,75.59,1838.5,299297
181.7,6.68,78.86,2062.4,301538
186.7,3.66,82.12,2327.7,302981
191.8,0.61,85.39,2636.8,303583
