time_s,elevation_deg,azimuth_deg,slant_range_km,doppler_hz
0.0,0.00,153.91,9406.9,-303600
5.0,2.88,154.89,2403.0,-303218
10.1,5.75,155.87,2140.3,-302075
15.1,8.60,156.85,1914.0,-300186
20.1,11.44,157.83,1721.2,-297573
25.1,14.24,158.81,1557.8,-294267
30.2,17.02,159.79,1419.8,-290308
35.2,19.75,160.77,1303.3,-285740
40.2,22.44,161.75,1204.8,-280618
45.3,25.07,162.73,1121.2,-274999
50.3,27.64,163.71,1050.1,-268945
55.3,30.15,164.68,989.3,-262525
60.3,32.59,165.66,937.3,-255807
65.4,34.94,166.64,892.5,-248862
70.4,37.22,167.62,853.9,-241762
75.4,39.41,168.60,820.5,-234579
80.5,41.50,169.58,791.6,-227385
85.5,43.49,170.56,766.6,-220247
90.5,45.38,171.54,744.8,-213233
95.6,47.17,172.52,726.0,-206407
100.6,48.84,173.50,709.6,-199829
105.6,50.39,174.47,695.4,-193556
110.6,51.83,175.45,683.2,-187641
115.7,53.14,176.43,672.7,-182131
120.7,54.32,177.41,663.7,-177070
125.7,55.38,178.39,656.2,-172498
130.8,56.30,179.37,649.8,-168448
135.8,57.09,180.35,644.6,-164951
140.8,57.74,181.33,640.4,-162032
145.8,58.26,182.31,637.2,-159711
150.9,58.64,183.29,634.9,-158005
155.9,58.88,184.27,633.4,-156926
160.9,58.97,185.24,632.8,-156480
166.0,58.93,186.22,633.1,156671
171.0,58.75,187.20,634.2,157498
176.0,58.43,188.18,636.1,158954
181.0,57.97,189.16,639.0,161031
186.1,57.37,190.14,642.8,163713
191.1,56.63,191.12,647.6,166982
196.1,55.76,192.10,653.5,170813
201.2,54.76,193.08,660.6,175181
206.2,53.63,194.06,669.0,180050
211.2,52.37,195.03,678.8,185385
216.2,50.98,196.01,690.3,191144
221.3,49.47,196.99,703.7,197280
226.3,47.85,197.97,719.1,203743
231.3,46.11,198.95,737.0,210476
236.4,44.26,199.93,757.5,217423
241.4,42.31,200.91,781.2,224519
246.4,40.26,201.89,808.5,231699
251.4,38.11,202.87,840.0,238895
256.5,35.87,203.85,876.4,246037
261.5,33.54,204.82,918.6,253052
266.5,31.13,205.80,967.6,259870
271.6,28.65,206.78,1024.6,266417
276.6,26.11,207.76,1091.4,272626
281.6,23.50,208.74,1169.7,278426
286.7,20.83,209.72,1261.9,283755
291.7,18.12,210.70,1370.9,288551
296.7,15.36,211.68,1499.8,292760
301.7,12.56,212.66,1652.5,296332
306.8,9.74,213.64,1833.1,299226
311.8,6.89,214.62,2045.5,301408
316.8,4.02,215.59,2293.4,302851
321.9,1.15,216.57,2578.9,303539
