time_s,elevation_deg,azimuth_deg,slant_range_km,doppler_hz
0.0,0.00,331.87,9406.9,-303600
5.0,2.85,332.88,2405.6,-303225
10.0,5.69,333.88,2144.8,-302103
15.1,8.52,334.88,1919.6,-300246
20.1,11.34,335.89,1727.2,-297674
25.1,14.13,336.89,1563.8,-294412
30.1,16.90,337.89,1425.4,-290495
35.1,19.63,338.90,1308.2,-285962
40.1,22.32,339.90,1208.8,-280857
45.2,24.97,340.90,1124.3,-275233
50.2,27.56,341.91,1052.2,-269143
55.2,30.11,342.91,990.4,-262647
60.2,32.59,343.91,937.3,-255804
65.2,35.01,344.92,891.4,-248678
70.2,37.35,345.92,851.8,-241334
75.3,39.63,346.92,817.4,-233837
80.3,41.82,347.92,787.4,-226250
85.3,43.93,348.93,761.4,-218637
90.3,45.96,349.93,738.6,-211062
95.3,47.89,350.93,718.7,-203582
100.3,49.73,351.94,701.4,-196257
105.4,51.46,352.94,686.2,-189141
110.4,53.10,353.94,673.0,-182285
115.4,54.63,354.95,661.5,-175738
120.4,56.05,355.95,651.5,-169544
125.4,57.36,356.95,642.8,-163744
130.4,58.56,357.96,635.4,-158375
135.5,59.64,358.96,629.0,-153470
140.5,60.60,359.96,623.6,-149060
145.5,61.43,0.96,619.0,-145169
150.5,62.15,1.97,615.3,-141821
155.5,62.75,2.97,612.3,-139034
160.5,63.21,3.97,610.0,-136823
165.6,63.56,4.98,608.3,-135200
170.6,63.77,5.98,607.3,-134175
175.6,63.86,6.98,606.9,-133751
180.6,63.82,7.99,607.1,133933
185.6,63.66,8.99,607.9,134718
190.6,63.37,9.99,609.3,136103
195.7,62.95,11.00,611.3,138079
200.7,62.40,12.00,614.0,140638
205.7,61.74,13.00,617.4,143764
210.7,60.95,14.01,621.6,147440
215.7,60.03,15.01,626.7,151645
220.7,59.00,16.01,632.7,156356
225.8,57.85,17.01,639.7,161543
230.8,56.59,18.02,647.9,167175
235.8,55.21,19.02,657.3,173216
240.8,53.73,20.02,668.2,179627
245.8,52.13,21.03,680.7,186365
250.8,50.43,22.03,695.1,193383
255.9,48.64,23.03,711.5,200631
260.9,46.74,24.04,730.3,208055
265.9,44.75,25.04,751.9,215599
270.9,42.68,26.04,776.6,223204
275.9,40.51,27.05,804.9,230809
280.9,38.27,28.05,837.4,238350
286.0,35.95,29.05,874.9,245763
291.0,33.56,30.06,918.1,252984
296.0,31.11,31.06,968.2,259947
301.0,28.59,32.06,1026.3,266590
306.0,26.01,33.06,1094.1,272850
311.0,23.38,34.07,1173.4,278667
316.1,20.71,35.07,1266.5,283986
321.1,17.99,36.07,1376.2,288753
326.1,15.24,37.08,1505.7,292922
331.1,12.46,38.08,1658.6,296450
336.1,9.65,39.08,1838.9,299302
341.1,6.83,40.09,2050.6,301448
346.2,3.99,41.09,2296.9,302865
351.2,1.14,42.09,2580.0,303540
