time_s,elevation_deg,azimuth_deg,slant_range_km,doppler_hz
0.0,0.00,104.84,9406.9,-303600
5.0,2.90,107.17,2400.3,-303210
10.1,5.80,109.49,2135.7,-302047
15.1,8.68,111.82,1908.5,-300126
20.1,11.53,114.14,1715.4,-297476
25.1,14.34,116.46,1552.4,-294135
30.2,17.12,118.79,1415.2,-290150
35.2,19.84,121.11,1299.8,-285578
40.2,22.50,123.44,1202.5,-280481
45.2,25.10,125.76,1120.3,-274931
50.3,27.62,128.09,1050.7,-269000
55.3,30.06,130.41,991.4,-262769
60.3,32.41,132.74,940.9,-256319
65.3,34.66,135.06,897.7,-249730
70.4,36.80,137.38,860.6,-243086
75.4,38.84,139.71,828.8,-236468
80.4,40.76,142.03,801.5,-229954
85.4,42.56,144.36,778.0,-223619
90.5,44.23,146.68,757.9,-217536
95.5,45.77,149.01,740.6,-211771
100.5,47.17,151.33,725.9,-206387
105.5,48.43,153.66,713.5,-201439
110.6,49.55,155.98,703.0,-196980
115.6,50.51,158.30,694.4,-193054
120.6,51.33,160.63,687.4,-189700
125.6,51.99,162.95,681.9,-186949
130.7,52.50,165.28,677.8,-184829
135.7,52.85,167.60,675.0,-183359
140.7,53.04,169.93,673.5,-182552
145.7,53.07,172.25,673.2,182418
150.8,52.94,174.58,674.2,182956
155.8,52.66,176.90,676.5,184162
160.8,52.21,179.22,680.1,186024
165.8,51.61,181.55,685.0,188525
170.9,50.86,183.87,691.4,191642
175.9,49.95,186.20,699.3,195344
180.9,48.90,188.52,709.1,199595
185.9,47.69,190.85,720.7,204352
191.0,46.35,193.17,734.4,209568
196.0,44.86,195.50,750.6,215188
201.0,43.24,197.82,769.6,221152
206.0,41.50,200.14,791.7,227394
211.1,39.62,202.47,817.4,233845
216.1,37.63,204.79,847.3,240432
221.1,35.53,207.12,882.2,247075
226.1,33.32,209.44,922.8,253695
231.2,31.01,211.77,970.3,260211
236.2,28.61,214.09,1025.8,266539
241.2,26.12,216.42,1091.1,272600
246.2,23.55,218.74,1168.0,278311
251.3,20.91,221.06,1258.9,283598
256.3,18.21,223.39,1366.6,288389
261.3,15.46,225.71,1494.7,292616
266.3,12.66,228.04,1646.8,296220
271.4,9.82,230.36,1827.4,299152
276.4,6.95,232.69,2040.5,301368
281.4,4.06,235.01,2289.8,302837
286.4,1.16,237.34,2577.7,303538
