time_s,elevation_deg,azimuth_deg,slant_range_km,doppler_hz
0.0,0.00,119.12,9406.9,-303600
5.0,2.84,120.06,2406.3,-303227
10.0,5.68,120.99,2145.9,-302110
15.0,8.50,121.93,1921.1,-300262
20.1,11.31,122.86,1728.8,-297700
25.1,14.10,123.79,1565.4,-294450
30.1,16.86,124.73,1426.9,-290543
35.1,19.60,125.66,1309.5,-286017
40.1,22.29,126.60,1209.9,-280917
45.1,24.94,127.53,1125.1,-275290
50.2,27.54,128.46,1052.6,-269188
55.2,30.10,129.40,990.6,-262668
60.2,32.59,130.33,937.2,-255789
65.2,35.03,131.27,891.0,-248611
70.2,37.40,132.20,851.1,-241197
75.2,39.69,133.13,816.4,-233609
80.2,41.92,134.07,786.2,-225909
85.3,44.06,135.00,759.8,-218161
90.3,46.12,135.94,736.8,-210424
95.3,48.10,136.87,716.7,-202758
100.3,49.98,137.80,699.1,-195218
105.3,51.77,138.74,683.7,-187859
110.3,53.47,139.67,670.2,-180732
115.3,55.06,140.61,658.4,-173885
120.4,56.55,141.54,648.1,-167362
125.4,57.93,142.48,639.2,-161204
130.4,59.20,143.41,631.5,-155449
135.4,60.36,144.34,624.8,-150132
140.4,61.41,145.28,619.1,-145281
145.4,62.34,146.21,614.3,-140925
150.5,63.16,147.15,610.3,-137086
155.5,63.85,148.08,606.9,-133786
160.5,64.43,149.01,604.3,-131041
165.5,64.88,149.95,602.2,-128865
170.5,65.22,150.88,600.7,-127268
175.5,65.43,151.82,599.8,-126260
180.5,65.51,152.75,599.5,-125843
185.6,65.47,153.68,599.6,126022
190.6,65.31,154.62,600.3,126794
195.6,65.03,155.55,601.6,128156
200.6,64.63,156.49,603.4,130101
205.6,64.10,157.42,605.8,132620
210.6,63.45,158.35,608.9,135701
215.6,62.68,159.29,612.6,139326
220.7,61.80,160.22,617.1,143478
225.7,60.80,161.16,622.5,148134
230.7,59.68,162.09,628.7,153268
235.7,58.45,163.02,636.0,158852
240.7,57.11,163.96,644.4,164853
245.7,55.67,164.89,654.1,171234
250.8,54.12,165.83,665.3,177957
255.8,52.46,166.76,678.0,184978
260.8,50.71,167.70,692.7,192250
265.8,48.86,168.63,709.4,199724
270.8,46.92,169.56,728.4,207346
275.8,44.90,170.50,750.3,215062
280.8,42.79,171.43,775.2,222813
285.9,40.59,172.37,803.8,230539
290.9,38.32,173.30,836.6,238179
295.9,35.98,174.23,874.4,245670
300.9,33.57,175.17,917.9,252950
305.9,31.10,176.10,968.2,259956
310.9,28.57,177.04,1026.7,266627
315.9,25.99,177.97,1094.7,272903
321.0,23.35,178.90,1174.3,278726
326.0,20.68,179.84,1267.7,284044
331.0,17.96,180.77,1377.6,288805
336.0,15.21,181.71,1507.2,292964
341.0,12.43,182.64,1660.2,296481
346.0,9.63,183.57,1840.5,299321
351.1,6.81,184.51,2051.9,301458
356.1,3.98,185.44,2297.8,302869
361.1,1.14,186.38,2580.3,303540
