time_s,elevation_deg,azimuth_deg,slant_range_km,doppler_hz
0.0,0.00,101.14,9406.9,-303600
5.0,2.93,103.56,2397.5,-303203
10.0,5.85,105.99,2131.1,-302017
15.1,8.75,108.41,1902.9,-300064
20.1,11.62,110.84,1709.6,-297378
25.1,14.44,113.26,1547.1,-294004
30.1,17.21,115.69,1410.8,-290000
35.2,19.92,118.11,1296.6,-285433
40.2,22.55,120.54,1200.8,-280380
45.2,25.10,122.96,1120.2,-274923
50.2,27.56,125.39,1052.2,-269150
55.2,29.91,127.81,994.7,-263153
60.3,32.16,130.23,946.0,-257024
65.3,34.28,132.66,904.6,-250858
70.3,36.28,135.08,869.4,-244747
75.3,38.14,137.51,839.4,-238778
80.4,39.86,139.93,814.0,-233038
85.4,41.44,142.36,792.5,-227606
90.4,42.86,144.78,774.3,-222557
95.4,44.12,147.21,759.2,-217958
100.4,45.22,149.63,746.7,-213868
105.5,46.15,152.06,736.6,-210342
110.5,46.91,154.48,728.6,-207422
115.5,47.49,156.91,722.7,-205147
120.5,47.90,159.33,718.6,-203542
125.5,48.13,161.76,716.4,-202628
130.6,48.19,164.18,715.8,202417
135.6,48.06,166.61,717.1,202910
140.6,47.76,169.03,720.0,204102
145.6,47.28,171.46,724.8,205978
150.7,46.62,173.88,731.6,208515
155.7,45.79,176.31,740.4,211682
160.7,44.80,178.73,751.4,215439
165.7,43.63,181.16,764.9,219739
170.7,42.31,183.58,781.2,224526
175.8,40.83,186.01,800.7,229737
180.8,39.19,188.43,823.7,235301
185.8,37.41,190.86,850.8,241143
190.8,35.50,193.28,882.8,247179
195.9,33.45,195.71,920.4,253323
200.9,31.27,198.13,964.5,259485
205.9,28.99,200.56,1016.6,265573
210.9,26.59,202.98,1078.1,271491
215.9,24.09,205.41,1150.8,277148
221.0,21.51,207.83,1237.1,282454
226.0,18.85,210.26,1339.9,287322
231.0,16.11,212.68,1462.5,291673
236.0,13.32,215.11,1608.7,295432
241.1,10.48,217.53,1783.0,298538
246.1,7.60,219.96,1989.7,300936
251.1,4.69,222.38,2232.9,302585
256.1,1.76,224.81,2515.2,303457
