time_s,elevation_deg,azimuth_deg,slant_range_km,doppler_hz
0.0,0.00,109.53,9406.9,-303600
5.0,3.05,112.76,2386.1,-303170
10.1,6.08,116.00,2112.2,-301894
15.1,9.06,119.24,1880.4,-299809
20.2,11.99,122.47,1686.9,-296978
25.2,14.83,125.71,1526.8,-293485
30.2,17.57,128.94,1394.7,-289433
35.3,20.19,132.18,1286.0,-284937
40.3,22.68,135.42,1196.6,-280128
45.4,25.01,138.65,1123.1,-275141
50.4,27.16,141.89,1062.6,-270114
55.4,29.14,145.12,1013.0,-265184
60.5,30.91,148.36,972.4,-260483
65.5,32.47,151.60,939.6,-256135
70.6,33.81,154.83,913.4,-252253
75.6,34.92,158.07,892.9,-248935
80.6,35.79,161.30,877.7,-246265
85.7,36.42,164.54,867.1,-244310
90.7,36.80,167.78,860.8,-243117
95.8,36.92,171.01,858.7,0
100.8,36.80,174.25,860.8,243117
105.8,36.42,177.48,867.1,244310
110.9,35.79,180.72,877.7,246265
115.9,34.92,183.96,892.9,248935
121.0,33.81,187.19,913.4,252253
126.0,32.47,190.43,939.6,256135
131.0,30.91,193.67,972.4,260483
136.1,29.14,196.90,1013.0,265184
141.1,27.16,200.14,1062.6,270114
146.2,25.01,203.37,1123.1,275141
151.2,22.68,206.61,1196.6,280128
156.2,20.19,209.85,1286.0,284937
161.3,17.57,213.08,1394.7,289433
166.3,14.83,216.32,1526.8,293485
171.4,11.99,219.55,1686.9,296978
176.4,9.06,222.79,1880.4,299809
181.4,6.08,226.03,2112.2,301894
186.5,3.05,229.26,2386.1,303170
191.5,0.00,232.50,2703.8,303600
