time_s,elevation_deg,azimuth_deg,slant_range_km,doppler_hz
0.0,0.00,61.39,9406.9,-303600
5.0,2.85,62.34,2405.3,-303224
10.1,5.70,63.30,2144.1,-302099
15.1,8.54,64.25,1918.8,-300237
20.1,11.35,65.21,1726.3,-297658
25.1,14.15,66.16,1562.7,-294386
30.2,16.92,67.12,1424.3,-290456
35.2,19.66,68.07,1307.0,-285907
40.2,22.35,69.03,1207.6,-280784
45.2,25.01,69.98,1123.0,-275136
50.3,27.61,70.94,1050.9,-269018
55.3,30.16,71.89,989.0,-262489
60.3,32.66,72.85,935.9,-255608
65.4,35.08,73.80,890.0,-248439
70.4,37.44,74.76,850.3,-241045
75.4,39.73,75.71,815.9,-233491
80.4,41.94,76.67,785.9,-225841
85.5,44.06,77.62,759.8,-218158
90.5,46.10,78.58,737.0,-210504
95.5,48.05,79.53,717.1,-202940
100.5,49.91,80.49,699.7,-195522
105.6,51.67,81.44,684.5,-188306
110.6,53.32,82.40,671.3,-181342
115.6,54.87,83.35,659.7,-174680
120.7,56.32,84.31,649.7,-168363
125.7,57.65,85.26,641.0,-162433
130.7,58.88,86.22,633.4,-156928
135.7,59.98,87.17,627.0,-151880
140.8,60.97,88.13,621.5,-147319
145.8,61.84,89.08,616.9,-143273
150.8,62.59,90.04,613.1,-139763
155.8,63.22,90.99,610.0,-136810
160.9,63.72,91.95,607.6,-134428
165.9,64.10,92.90,605.8,-132631
170.9,64.35,93.86,604.6,-131428
176.0,64.47,94.81,604.1,-130824
181.0,64.47,95.77,604.1,130824
186.0,64.35,96.72,604.6,131428
191.0,64.10,97.68,605.8,132631
196.1,63.72,98.63,607.6,134428
201.1,63.22,99.59,610.0,136810
206.1,62.59,100.54,613.1,139763
211.1,61.84,101.50,616.9,143273
216.2,60.97,102.45,621.5,147319
221.2,59.98,103.41,627.0,151880
226.2,58.88,104.36,633.4,156928
231.3,57.65,105.32,641.0,162433
236.3,56.32,106.27,649.7,168363
241.3,54.87,107.23,659.7,174680
246.3,53.32,108.18,671.3,181342
251.4,51.67,109.14,684.5,188306
256.4,49.91,110.09,699.7,195522
261.4,48.05,111.05,717.1,202940
266.5,46.10,112.00,737.0,210504
271.5,44.06,112.96,759.8,218158
276.5,41.94,113.91,785.9,225841
281.5,39.73,114.87,815.9,233491
286.6,37.44,115.82,850.3,241045
291.6,35.08,116.78,890.0,248439
296.6,32.66,117.73,935.9,255608
301.6,30.16,118.69,989.0,262489
306.7,27.61,119.64,1050.9,269018
311.7,25.01,120.60,1123.0,275136
316.7,22.35,121.55,1207.6,280784
321.8,19.66,122.51,1307.0,285907
326.8,16.92,123.46,1424.3,290456
331.8,14.15,124.42,1562.7,294386
336.8,11.35,125.37,1726.3,297658
341.9,8.54,126.33,1918.8,300237
346.9,5.70,127.28,2144.1,302099
351.9,2.85,128.24,2405.3,303224
356.9,0.00,129.19,9406.9,303600
