time_s,elevation_deg,azimuth_deg,slant_range_km,doppler_hz
0.0,0.00,288.79,9406.9,-303600
5.1,3.10,290.78,2381.4,-303156
10.1,6.17,292.78,2104.5,-301842
15.2,9.19,294.77,1871.4,-299703
20.2,12.14,296.76,1678.0,-296815
25.3,14.98,298.75,1519.0,-293281
30.3,17.70,300.75,1388.9,-289223
35.4,20.28,302.74,1282.8,-284782
40.5,22.69,304.73,1196.3,-280107
45.5,24.91,306.72,1125.9,-275356
50.6,26.93,308.72,1068.9,-270685
55.6,28.72,310.71,1023.0,-266245
60.7,30.28,312.70,986.4,-262179
65.7,31.59,314.70,957.8,-258614
70.8,32.64,316.69,936.2,-255660
75.8,33.42,318.68,920.9,-253408
80.9,33.92,320.67,911.3,-251926
86.0,34.15,322.67,907.1,-251258
91.0,34.09,324.66,908.1,251426
96.1,33.75,326.65,914.5,252423
101.1,33.14,328.64,926.3,254219
106.2,32.25,330.64,944.1,256762
111.2,31.10,332.63,968.4,259972
116.3,29.69,334.62,1000.0,263752
121.4,28.03,336.61,1040.2,267984
126.4,26.15,338.61,1090.3,272534
131.5,24.04,340.60,1152.3,277256
136.5,21.75,342.59,1228.8,281995
141.6,19.27,344.59,1322.7,286595
146.6,16.63,346.58,1437.8,290901
151.7,13.86,348.57,1578.8,294765
156.8,10.97,350.56,1750.9,298054
161.8,7.99,352.56,1959.6,300653
166.9,4.95,354.55,2209.8,302470
171.9,1.86,356.54,2504.9,303440
