time_s,elevation_deg,azimuth_deg,slant_range_km,doppler_hz
0.0,0.00,338.22,9406.9,-303600
5.0,2.81,340.21,2409.3,-303234
10.0,5.62,342.20,2150.9,-302141
15.0,8.42,344.18,1927.3,-300327
20.1,11.21,346.17,1735.5,-297809
25.1,13.98,348.16,1572.0,-294605
30.1,16.74,350.15,1432.9,-290741
35.1,19.47,352.13,1314.7,-286247
40.1,22.17,354.12,1214.0,-281157
45.1,24.84,356.11,1128.0,-275511
50.2,27.48,358.10,1054.4,-269349
55.2,30.08,0.09,991.0,-262719
60.2,32.64,2.07,936.3,-255668
65.2,35.15,4.06,888.9,-248246
70.2,37.61,6.05,847.7,-240505
75.2,40.02,8.04,811.8,-232498
80.2,42.38,10.03,780.3,-224279
85.3,44.67,12.01,752.8,-215901
90.3,46.91,14.00,728.6,-207416
95.3,49.08,15.99,707.4,-198878
100.3,51.18,17.98,688.7,-190338
105.3,53.20,19.97,672.2,-181843
110.3,55.16,21.95,657.7,-173444
115.4,57.04,23.94,644.9,-165183
120.4,58.84,25.93,633.7,-157105
125.4,60.55,27.92,623.8,-149251
130.4,62.19,29.90,615.1,-141658
135.4,63.73,31.89,607.5,-134361
140.4,65.19,33.88,600.9,-127393
145.4,66.56,35.87,595.1,-120784
150.5,67.83,37.86,590.0,-114561
155.5,69.01,39.84,585.7,-108748
160.5,70.09,41.83,581.9,-103369
165.5,71.08,43.82,578.7,-98441
170.5,71.97,45.81,576.0,-93983
175.5,72.75,47.80,573.7,-90010
180.6,73.44,49.78,571.8,-86534
185.6,74.02,51.77,570.2,-83567
190.6,74.50,53.76,569.0,-81117
195.6,74.88,55.75,568.1,-79192
200.6,75.15,57.73,567.4,-77797
205.6,75.32,59.72,567.0,-76938
210.6,75.38,61.71,566.9,-76615
215.7,75.34,63.70,567.0,76830
220.7,75.19,65.69,567.3,77583
225.7,74.94,67.67,567.9,78870
230.7,74.59,69.66,568.8,80689
235.7,74.13,71.65,570.0,83035
240.7,73.56,73.64,571.5,85899
245.8,72.90,75.63,573.3,89275
250.8,72.13,77.61,575.5,93149
255.8,71.27,79.60,578.1,97512
260.8,70.30,81.59,581.2,102347
265.8,69.23,83.58,584.9,107637
270.8,68.07,85.57,589.1,113365
275.9,66.82,87.55,594.0,119508
280.9,65.47,89.54,599.6,126041
285.9,64.03,91.53,606.1,132940
290.9,62.50,93.52,613.5,140173
295.9,60.89,95.50,622.0,147710
300.9,59.19,97.49,631.6,155515
305.9,57.40,99.48,642.5,163552
311.0,55.54,101.47,655.0,171779
316.0,53.60,103.46,669.1,180154
321.0,51.59,105.44,685.2,188633
326.0,49.50,107.43,703.4,197169
331.0,47.35,109.42,724.2,205711
336.0,45.12,111.41,747.7,214210
341.1,42.84,113.40,774.5,222614
346.1,40.50,115.38,805.1,230870
351.1,38.10,117.37,840.1,238923
356.1,35.64,119.36,880.2,246721
361.1,33.14,121.35,926.3,254211
366.1,30.59,123.33,979.4,261341
371.1,28.00,125.32,1040.9,268059
376.2,25.37,127.31,1112.4,274318
381.2,22.71,129.30,1195.7,280071
386.2,20.01,131.29,1293.2,285276
391.2,17.28,133.27,1407.7,289892
396.2,14.53,135.26,1542.3,293884
401.2,11.76,137.25,1700.7,297222
406.3,8.98,139.24,1886.5,299879
411.3,6.18,141.23,2103.5,301835
416.3,3.37,143.21,2354.7,303074
421.3,0.56,145.20,2642.0,303585
