time_s,elevation_deg,azimuth_deg,slant_range_km,doppler_hz
0.0,0.00,313.73,9406.9,-303600
5.0,2.84,315.86,2406.6,-303227
10.0,5.67,318.00,2146.4,-302113
15.0,8.50,320.14,1921.7,-300268
20.1,11.30,322.27,1729.5,-297710
25.1,14.09,324.41,1566.0,-294465
30.1,16.85,326.55,1427.5,-290563
35.1,19.58,328.69,1310.0,-286041
40.1,22.28,330.82,1210.3,-280942
45.1,24.93,332.96,1125.4,-275315
50.1,27.54,335.10,1052.9,-269210
55.2,30.09,337.23,990.7,-262682
60.2,32.59,339.37,937.2,-255790
65.2,35.03,341.51,890.9,-248593
70.2,37.41,343.65,850.9,-241154
75.2,39.72,345.78,816.1,-233532
80.2,41.95,347.92,785.8,-225792
85.2,44.11,350.06,759.3,-217993
90.3,46.18,352.19,736.2,-210196
95.3,48.17,354.33,716.0,-202460
100.3,50.08,356.47,698.2,-194840
105.3,51.89,358.61,682.7,-187390
110.3,53.60,0.74,669.2,-180160
115.3,55.22,2.88,657.3,-173200
120.3,56.73,5.02,646.9,-166552
125.4,58.14,7.15,637.9,-160259
130.4,59.44,9.29,630.1,-154358
135.4,60.63,11.43,623.3,-148882
140.4,61.71,13.57,617.5,-143864
145.4,62.68,15.70,612.6,-139329
150.4,63.53,17.84,608.5,-135303
155.4,64.27,19.98,605.0,-131806
160.4,64.89,22.12,602.2,-128855
165.5,65.38,24.25,600.0,-126465
170.5,65.76,26.39,598.4,-124647
175.5,66.02,28.53,597.3,-123411
180.5,66.15,30.66,596.8,-122762
185.5,66.16,32.80,596.7,122703
190.5,66.05,34.94,597.2,123234
195.5,65.82,37.08,598.1,124353
200.6,65.47,39.21,599.7,126055
205.6,64.99,41.35,601.7,128331
210.6,64.40,43.49,604.4,131171
215.6,63.69,45.62,607.7,134561
220.6,62.86,47.76,611.7,138483
225.6,61.92,49.90,616.5,142917
230.6,60.86,52.04,622.1,147841
235.7,59.69,54.17,628.7,153227
240.7,58.41,56.31,636.3,159046
245.7,57.02,58.45,645.0,165264
250.7,55.53,60.58,655.1,171844
255.7,53.93,62.72,666.6,178745
260.7,52.24,64.86,679.9,185925
265.7,50.45,67.00,695.0,193335
270.8,48.56,69.13,712.2,200925
275.8,46.59,71.27,731.9,208643
280.8,44.53,73.41,754.4,216432
285.8,42.39,75.54,780.2,224235
290.8,40.17,77.68,809.7,231992
295.8,37.88,79.82,843.5,239642
300.8,35.51,81.96,882.5,247123
305.9,33.09,84.09,927.4,254373
310.9,30.60,86.23,979.3,261331
315.9,28.05,88.37,1039.7,267936
320.9,25.45,90.50,1110.0,274130
325.9,22.81,92.64,1192.2,279858
330.9,20.12,94.78,1288.8,285066
335.9,17.40,96.92,1402.4,289707
341.0,14.65,99.05,1536.5,293736
346.0,11.86,101.19,1694.6,297115
351.0,9.06,103.33,1880.8,299813
356.0,6.24,105.46,2098.7,301802
361.0,3.41,107.60,2351.6,303064
366.0,0.57,109.74,2641.4,303585
