time_s,elevation_deg,azimuth_deg,slant_range_km,doppler_hz
0.0,0.00,7.41,9406.9,-303600
5.0,2.82,9.64,2408.1,-303231
10.0,5.64,11.88,2149.0,-302129
15.0,8.45,14.11,1924.9,-300302
20.1,11.25,16.34,1732.9,-297766
25.1,14.03,18.57,1569.4,-294544
30.1,16.79,20.81,1430.5,-290663
35.1,19.52,23.04,1312.6,-286156
40.1,22.22,25.27,1212.3,-281062
45.1,24.88,27.51,1126.8,-275422
50.1,27.51,29.74,1053.6,-269282
55.2,30.09,31.97,990.8,-262693
60.2,32.62,34.20,936.6,-255707
65.2,35.10,36.44,889.7,-248378
70.2,37.53,38.67,849.0,-240763
75.2,39.90,40.90,813.5,-232917
80.2,42.20,43.13,782.5,-224898
85.2,44.44,45.37,755.5,-216763
90.3,46.61,47.60,731.7,-208568
95.3,48.70,49.83,710.9,-200368
100.3,50.72,52.07,692.6,-192217
105.3,52.66,54.30,676.5,-184166
110.3,54.51,56.53,662.4,-176263
115.3,56.28,58.76,650.0,-168557
120.3,57.95,61.00,639.1,-161089
125.4,59.54,63.23,629.5,-153903
130.4,61.03,65.46,621.2,-147035
135.4,62.43,67.70,613.9,-140521
140.4,63.73,69.93,607.5,-134392
145.4,64.92,72.16,602.0,-128679
150.4,66.02,74.39,597.3,-123406
155.5,67.01,76.63,593.3,-118598
160.5,67.89,78.86,589.8,-114275
165.5,68.67,81.09,586.9,-110455
170.5,69.33,83.32,584.5,-107153
175.5,69.89,85.56,582.6,-104382
180.5,70.34,87.79,581.1,-102153
185.5,70.67,90.02,580.0,-100474
190.6,70.90,92.26,579.3,-99351
195.6,71.01,94.49,578.9,-98789
200.6,71.01,96.72,578.9,98789
205.6,70.90,98.95,579.3,99351
210.6,70.67,101.19,580.0,100474
215.6,70.34,103.42,581.1,102153
220.6,69.89,105.65,582.6,104382
225.7,69.33,107.89,584.5,107153
230.7,68.67,110.12,586.9,110455
235.7,67.89,112.35,589.8,114275
240.7,67.01,114.58,593.3,118598
245.7,66.02,116.82,597.3,123406
250.7,64.92,119.05,602.0,128679
255.7,63.73,121.28,607.5,134392
260.8,62.43,123.51,613.9,140521
265.8,61.03,125.75,621.2,147035
270.8,59.54,127.98,629.5,153903
275.8,57.95,130.21,639.1,161089
280.8,56.28,132.45,650.0,168557
285.8,54.51,134.68,662.4,176263
290.8,52.66,136.91,676.5,184166
295.9,50.72,139.14,692.6,192217
300.9,48.70,141.38,710.9,200368
305.9,46.61,143.61,731.7,208568
310.9,44.44,145.84,755.5,216763
315.9,42.20,148.08,782.5,224898
320.9,39.90,150.31,813.5,232917
325.9,37.53,152.54,849.0,240763
331.0,35.10,154.77,889.7,248378
336.0,32.62,157.01,936.6,255707
341.0,30.09,159.24,990.8,262693
346.0,27.51,161.47,1053.6,269282
351.0,24.88,163.70,1126.8,275422
356.0,22.22,165.94,1212.3,281062
361.0,19.52,168.17,1312.6,286156
366.1,16.79,170.40,1430.5,290663
371.1,14.03,172.64,1569.4,294544
376.1,11.25,174.87,1732.9,297766
381.1,8.45,177.10,1924.9,300302
386.1,5.64,179.33,2149.0,302129
391.1,2.82,181.57,2408.1,303231
396.1,0.00,183.80,2703.8,303600
