time_s,elevation_deg,azimuth_deg,slant_range_km,doppler_hz
0.0,0.00,183.09,9406.9,-303600
5.0,2.96,186.59,2394.8,-303195
10.1,5.91,190.09,2126.6,-301989
15.1,8.83,193.60,1897.5,-300004
20.1,11.71,197.10,1704.0,-297280
25.2,14.55,200.61,1541.7,-293869
30.2,17.32,204.11,1406.1,-289837
35.2,20.02,207.62,1292.9,-285260
40.3,22.63,211.12,1198.2,-280223
45.3,25.15,214.62,1118.9,-274821
50.3,27.56,218.13,1052.2,-269150
55.4,29.85,221.63,996.1,-263311
60.4,32.02,225.14,948.8,-257408
65.4,34.05,228.64,908.9,-251540
70.5,35.94,232.15,875.1,-245807
75.5,37.67,235.65,846.7,-240302
80.5,39.25,239.15,822.9,-235115
85.6,40.65,242.66,803.0,-230327
90.6,41.89,246.16,786.6,-226011
95.6,42.95,249.67,773.2,-222234
100.7,43.82,253.17,762.7,-219051
105.7,44.51,256.68,754.7,-216510
110.7,45.01,260.18,749.0,-214647
115.8,45.32,263.68,745.6,-213489
120.8,45.43,267.19,744.3,-213052
125.8,45.35,270.69,745.2,213343
130.9,45.09,274.20,748.2,214358
135.9,44.62,277.70,753.4,216082
140.9,43.97,281.21,760.9,218490
146.0,43.14,284.71,770.9,221548
151.0,42.12,288.21,783.7,225211
156.0,40.92,291.72,799.4,229423
161.1,39.54,295.22,818.6,234123
166.1,38.00,298.73,841.6,239237
171.1,36.30,302.23,869.0,244685
176.2,34.44,305.74,901.6,250380
181.2,32.44,309.24,940.3,256228
186.2,30.30,312.75,986.0,262133
191.3,28.03,316.25,1040.2,267992
196.3,25.64,319.75,1104.6,273705
201.3,23.14,323.26,1181.2,279169
206.4,20.55,326.76,1272.6,284286
211.4,17.86,330.27,1381.8,288962
216.4,15.11,333.77,1512.6,293110
221.5,12.28,337.28,1669.2,296651
226.5,9.41,340.78,1856.1,299517
231.5,6.49,344.28,2077.7,301653
236.6,3.55,347.79,2338.0,303017
241.6,0.59,351.29,2638.8,303584
