time_s,elevation_deg,azimuth_deg,slant_range_km,doppler_hz
0.0,0.00,82.06,9406.9,-303600
5.1,3.13,85.51,2378.0,-303146
10.1,6.23,88.97,2099.1,-301805
15.2,9.28,92.42,1865.2,-299629
20.2,12.23,95.88,1672.2,-296708
25.3,15.07,99.33,1514.4,-293158
30.4,17.77,102.79,1386.2,-289122
35.4,20.29,106.24,1282.3,-284759
40.5,22.62,109.70,1198.4,-280236
45.5,24.74,113.15,1131.0,-275729
50.6,26.63,116.61,1077.1,-271406
55.7,28.25,120.06,1034.5,-267427
60.7,29.62,123.52,1001.7,-263939
65.8,30.69,126.97,977.2,-261068
70.8,31.48,130.43,960.1,-258915
75.9,31.97,133.88,949.9,-257556
81.0,32.15,137.34,946.1,-257040
86.0,32.03,140.79,948.6,257385
91.1,31.60,144.25,957.6,258577
96.1,30.87,147.70,973.2,260577
101.2,29.85,151.16,996.1,263312
106.3,28.55,154.61,1027.2,266686
111.3,26.97,158.07,1067.7,270577
116.4,25.14,161.52,1119.2,274844
121.4,23.07,164.98,1183.7,279328
126.5,20.77,168.43,1264.0,283861
131.6,18.29,171.89,1363.6,288270
136.6,15.62,175.34,1486.6,292385
141.7,12.81,178.80,1638.0,296044
146.7,9.88,182.25,1823.5,299101
151.8,6.85,185.71,2048.8,301434
156.8,3.76,189.16,2318.5,302948
161.9,0.63,192.62,2635.0,303582
