time_s,elevation_deg,azimuth_deg,slant_range_km,doppler_hz
0.0,0.00,11.31,9406.9,-303600
5.0,3.12,15.55,2379.4,-303150
10.1,6.21,19.78,2101.3,-301820
15.1,9.24,24.02,1868.1,-299663
20.1,12.18,28.25,1675.4,-296767
25.2,15.00,32.49,1517.8,-293249
30.2,17.69,36.72,1389.6,-289247
35.2,20.20,40.96,1285.7,-284921
40.3,22.53,45.20,1201.8,-280437
45.3,24.63,49.43,1134.2,-275968
50.3,26.51,53.67,1080.3,-271681
55.4,28.13,57.90,1037.6,-267736
60.4,29.49,62.14,1004.7,-264277
65.4,30.56,66.37,980.1,-261430
70.5,31.34,70.61,963.1,-259294
75.5,31.83,74.84,952.8,-257947
80.5,32.01,79.08,949.0,-257435
85.6,31.89,83.31,951.5,257777
90.6,31.46,87.55,960.5,258960
95.6,30.74,91.78,976.2,260943
100.7,29.72,96.02,999.2,263655
105.7,28.42,100.25,1030.3,267001
110.7,26.85,104.49,1070.9,270860
115.8,25.03,108.72,1122.4,275091
120.8,22.97,112.96,1187.0,279537
125.8,20.68,117.19,1267.4,284031
130.9,18.21,121.43,1367.0,288403
135.9,15.55,125.66,1490.0,292482
140.9,12.75,129.90,1641.3,296109
146.0,9.83,134.13,1826.5,299140
151.0,6.82,138.37,2051.2,301453
156.0,3.74,142.60,2320.0,302954
161.1,0.62,146.84,2635.2,303582
