time_s,elevation_deg,azimuth_deg,slant_range_km,doppler_hz
0.0,0.00,327.36,9406.9,-303600
5.1,3.23,330.80,2368.2,-303117
10.1,6.42,334.25,2083.6,-301696
15.2,9.52,337.70,1848.3,-299421
20.2,12.48,341.15,1657.4,-296426
25.3,15.27,344.60,1504.4,-292888
30.3,17.84,348.05,1383.1,-289009
35.4,20.15,351.50,1287.6,-285013
40.4,22.19,354.95,1213.4,-281124
45.5,23.90,358.40,1156.8,-277559
50.5,25.28,1.85,1114.9,-274515
55.6,26.31,5.29,1085.8,-272156
60.6,26.96,8.74,1068.1,-270610
65.7,27.23,12.19,1060.9,-269960
70.7,27.11,15.64,1064.0,270240
75.8,26.61,19.09,1077.4,271435
80.9,25.74,22.54,1101.8,273481
85.9,24.50,25.99,1138.4,276269
91.0,22.91,29.44,1188.8,279648
96.0,21.00,32.89,1255.6,283432
101.1,18.79,36.34,1342.1,287412
106.1,16.32,39.78,1452.4,291365
111.2,13.62,43.23,1592.0,295065
116.2,10.72,46.68,1767.0,298300
121.3,7.67,50.13,1983.8,300882
126.3,4.52,53.58,2248.3,302657
131.4,1.30,57.03,2563.6,303522
