time_s,x_m,y_m,z_m,range_m,v_radial_mps,azimuth_deg,elevation_deg,rcs_m2
0.000,126.131,0.051,47.141,134.652,8.581,0.023,20.493,0.027695
0.100,126.241,0.343,47.168,134.766,3.045,0.156,20.487,0.000592
0.200,126.081,0.666,47.132,134.604,2.962,0.303,20.497,0.000647
0.300,126.044,1.030,47.170,134.585,-1.991,0.468,20.517,0.009426
0.400,126.154,1.311,47.179,134.694,-1.286,0.595,20.504,0.003557
0.500,126.090,1.602,47.176,134.636,3.527,0.728,20.511,0.012474
0.600,126.066,1.922,47.121,134.598,-1.176,0.874,20.492,0.009922
0.700,126.108,2.224,47.177,134.662,-0.042,1.010,20.508,0.002560
0.800,126.046,2.669,47.169,134.609,-1.893,1.213,20.513,0.000778
0.900,126.039,2.914,47.178,134.611,2.006,1.325,20.516,0.003210
1.000,125.906,3.288,47.123,134.475,4.312,1.496,20.513,0.025819
1.100,125.868,3.619,47.142,134.455,-1.728,1.647,20.525,0.010226
1.200,125.769,3.813,47.198,134.388,-0.450,1.736,20.561,0.000703
1.300,125.787,4.165,47.154,134.400,-2.907,1.897,20.539,0.009387
1.400,125.769,4.555,47.165,134.399,-1.339,2.074,20.544,0.001513
1.500,125.717,4.846,47.175,134.365,2.197,2.208,20.555,0.007471
1.600,125.578,5.125,47.165,134.241,-1.346,2.337,20.569,0.027592
1.700,125.534,5.510,47.179,134.219,3.935,2.513,20.579,0.002717
1.800,125.425,5.791,47.142,134.116,5.659,2.644,20.579,0.001562
1.900,125.268,6.038,47.157,133.986,-5.255,2.759,20.607,0.009055
2.000,125.188,6.393,47.155,133.927,-1.231,2.923,20.616,0.000667
2.100,125.096,6.731,47.157,133.859,-5.672,3.080,20.627,0.003337
2.200,125.060,7.022,47.159,133.841,0.016,3.214,20.631,0.046437
2.300,124.877,7.371,47.165,133.690,1.221,3.378,20.658,0.026512
2.400,124.823,7.665,47.157,133.654,1.911,3.514,20.660,0.005853
2.500,124.779,7.943,47.169,133.633,-2.066,3.642,20.669,0.000212
2.600,124.591,8.248,47.147,133.469,-0.984,3.788,20.686,0.030566
2.700,124.530,8.563,47.142,133.429,1.125,3.933,20.690,0.000209
2.800,124.234,8.865,47.132,133.170,-2.410,4.082,20.728,0.001708
2.900,124.279,9.191,47.176,133.249,1.228,4.229,20.735,0.003966
3.000,124.104,9.419,47.134,133.087,-0.223,4.340,20.742,0.002389
3.100,123.957,9.825,47.165,132.990,-3.591,4.532,20.772,0.000555
3.200,123.748,10.142,47.187,132.827,-8.002,4.685,20.809,0.001159
3.300,123.659,10.344,47.113,132.734,-1.162,4.782,20.790,0.022750
3.400,123.495,10.509,47.132,132.600,-8.037,4.864,20.821,0.045565
3.500,123.313,10.913,47.140,132.466,-0.215,5.057,20.846,0.004919
3.600,123.102,11.255,47.160,132.306,-4.241,5.224,20.882,0.028094
3.700,122.969,11.496,47.152,132.200,-4.427,5.341,20.896,0.003276
3.800,122.829,11.766,47.158,132.096,-5.560,5.472,20.916,0.005913
3.900,122.649,12.093,47.152,131.956,-3.429,5.631,20.936,0.004452
4.000,122.426,12.258,47.162,131.767,-3.104,5.718,20.972,0.001280
4.100,122.302,12.579,47.158,131.681,0.518,5.873,20.985,0.022743
4.200,122.119,12.832,47.158,131.535,3.082,5.998,21.009,0.058428
4.300,121.901,13.095,47.134,131.351,0.393,6.131,21.029,0.003837
4.400,121.675,13.322,47.154,131.171,1.957,6.248,21.069,0.010804
4.500,121.434,13.673,47.172,130.990,-6.813,6.424,21.108,0.001649
4.600,121.365,13.810,47.150,130.932,-1.339,6.492,21.107,0.006123
4.700,121.143,14.165,47.181,130.775,0.384,6.669,21.148,0.004963
4.800,120.856,14.392,47.167,130.530,-1.433,6.791,21.183,0.005021
4.900,120.675,14.579,47.170,130.384,2.118,6.889,21.209,0.000228
5.000,120.536,14.860,47.133,130.273,-2.486,7.028,21.211,0.025444
5.100,120.308,15.145,47.158,130.105,-7.421,7.175,21.252,0.003398
5.200,119.986,15.464,47.222,129.868,-3.822,7.344,21.323,0.003408
5.300,119.793,15.625,47.128,129.675,0.313,7.431,21.311,0.007669
5.400,119.509,15.816,47.176,129.453,-2.421,7.539,21.372,0.002394
5.500,119.381,16.013,47.173,129.358,-1.635,7.640,21.387,0.004186
5.600,119.082,16.188,47.173,129.104,4.731,7.741,21.432,0.028536
5.700,118.894,16.456,47.119,128.945,1.886,7.880,21.434,0.008869
5.800,118.685,16.667,47.155,128.793,0.819,7.994,21.477,0.002190
5.900,118.394,16.860,47.158,128.551,-2.113,8.105,21.521,0.003911
6.000,118.202,17.037,47.148,128.393,-0.037,8.202,21.544,0.001540
6.100,117.914,17.215,47.131,128.147,-2.005,8.306,21.580,0.006884
6.200,117.624,17.479,47.161,127.926,-8.913,8.452,21.633,0.001226
6.300,117.350,17.720,47.118,127.691,-2.355,8.587,21.654,0.015503
6.400,117.094,17.941,47.162,127.504,-3.605,8.711,21.709,0.014185
6.500,116.945,18.059,47.149,127.379,5.863,8.778,21.725,0.020772
6.600,116.568,18.235,47.172,127.066,0.770,8.891,21.792,0.029735
6.700,116.369,18.416,47.151,126.902,-0.181,8.993,21.811,0.010938
6.800,116.037,18.648,47.133,126.625,1.838,9.130,21.853,0.001794
6.900,115.766,18.895,47.151,126.420,3.773,9.270,21.899,0.005222
7.000,115.417,19.059,47.138,126.120,-0.125,9.377,21.947,0.008170
7.100,115.189,19.206,47.174,125.947,0.526,9.466,21.997,0.005584
7.200,114.984,19.423,47.164,125.790,-3.596,9.588,22.021,0.002806
7.300,114.560,19.446,47.140,125.397,-9.464,9.634,22.081,0.016952
7.400,114.271,19.654,47.158,125.172,-0.903,9.759,22.132,0.024420
7.500,114.047,19.856,47.189,125.011,-1.730,9.876,22.177,0.004985
7.600,113.757,19.895,47.187,124.752,-2.710,9.920,22.225,0.034649
7.700,113.475,20.073,47.138,124.505,1.272,10.032,22.247,0.010420
7.800,113.143,20.139,47.150,124.218,-7.115,10.093,22.307,0.008248
7.900,112.886,20.375,47.150,124.022,3.245,10.231,22.344,0.003952
8.000,112.540,20.529,47.159,123.736,-1.049,10.338,22.404,0.002305
8.100,112.303,20.595,47.143,123.526,-6.040,10.392,22.435,0.014096
8.200,111.949,20.728,47.148,123.228,-6.192,10.490,22.495,0.014996
8.300,111.766,20.775,47.142,123.067,-4.392,10.530,22.523,0.001844
8.400,111.381,20.960,47.203,122.772,-6.340,10.657,22.611,0.001573
8.500,111.049,21.066,47.147,122.468,-6.646,10.742,22.642,0.019521
8.600,110.751,21.167,47.155,122.219,-0.398,10.820,22.695,0.003301
8.700,110.374,21.298,47.162,121.902,3.138,10.922,22.760,0.013024
8.800,110.084,21.399,47.163,121.658,-2.807,11.000,22.809,0.038482
8.900,109.784,21.299,47.181,121.376,-6.311,10.979,22.875,0.003729
9.000,109.544,21.440,47.194,121.190,2.991,11.074,22.919,0.012241
9.100,109.167,21.599,47.149,120.860,-5.631,11.192,22.961,0.004210
9.200,108.849,21.703,47.115,120.577,-1.048,11.276,23.001,0.012544
9.300,108.504,21.746,47.129,120.279,-3.428,11.333,23.068,0.000562
9.400,108.246,21.705,47.150,120.048,-3.625,11.338,23.127,0.010847
9.500,107.896,21.729,47.167,119.743,4.308,11.386,23.197,0.004001
9.600,107.623,21.943,47.205,119.551,0.806,11.524,23.257,0.008731
9.700,107.359,21.887,47.149,119.281,-0.673,11.523,23.283,0.019899
9.800,106.973,22.016,47.136,118.953,-2.437,11.630,23.345,0.005791
9.900,106.594,22.047,47.152,118.624,-5.166,11.686,23.421,0.006604
10.000,106.352,22.154,47.137,118.420,-1.839,11.767,23.456,0.011225
10.100,105.945,22.115,47.170,118.061,-4.178,11.790,23.549,0.000986
10.200,105.642,22.108,47.151,117.781,-1.893,11.820,23.599,0.012260
10.300,105.327,22.178,47.174,117.520,-6.204,11.891,23.666,0.004602
10.400,105.084,22.198,47.161,117.301,-4.229,11.928,23.707,0.023304
10.500,104.767,22.234,47.163,117.024,-2.088,11.982,23.767,0.003436
10.600,104.374,22.248,47.137,116.665,-4.848,12.033,23.831,0.006833
10.700,104.075,22.174,47.153,116.391,-3.113,12.027,23.899,0.007836
10.800,103.688,22.288,47.127,116.055,-6.878,12.131,23.958,0.018601
10.900,103.372,22.161,47.153,115.759,-4.466,12.100,24.038,0.010242
11.000,103.080,22.243,47.203,115.535,0.022,12.177,24.115,0.003972
11.100,102.789,22.239,47.181,115.266,-3.320,12.208,24.162,0.016420
11.200,102.416,22.111,47.135,114.889,-2.889,12.183,24.221,0.003492
11.300,102.034,22.060,47.171,114.554,-11.228,12.200,24.317,0.000967
11.400,101.682,22.068,47.165,114.240,-5.183,12.245,24.385,0.000624
11.500,101.370,22.028,47.165,113.954,-0.622,12.260,24.450,0.008335
11.600,101.136,22.010,47.135,113.730,0.441,12.278,24.484,0.004290
11.700,100.798,21.993,47.157,113.436,-3.891,12.308,24.565,0.014227
11.800,100.559,21.912,47.157,113.208,-0.505,12.292,24.617,0.009273
