time_s,x_m,y_m,z_m,range_m,v_radial_mps,azimuth_deg,elevation_deg,rcs_m2
0.000,298.593,0.019,55.034,303.622,4.222,0.004,10.443,0.001657
0.100,298.511,1.161,55.052,303.547,-8.189,0.223,10.449,0.023233
0.200,298.445,2.351,55.005,303.480,-0.722,0.451,10.442,0.018203
0.300,298.396,3.556,55.028,303.448,-3.578,0.683,10.448,0.009783
0.400,298.386,4.759,55.035,303.456,1.342,0.914,10.449,0.011528
0.500,298.116,5.885,55.038,303.211,-9.147,1.131,10.458,0.033713
0.600,297.983,7.036,55.026,303.103,-1.691,1.353,10.460,0.010249
0.700,297.793,8.203,55.012,302.943,-1.106,1.578,10.462,0.008006
0.800,297.503,9.334,55.024,302.692,-1.084,1.797,10.474,0.000870
0.900,297.308,10.524,54.996,302.534,-0.768,2.027,10.474,0.023830
1.000,296.991,11.744,55.025,302.274,-2.316,2.264,10.488,0.020022
1.100,296.710,12.812,55.034,302.042,-0.596,2.473,10.498,0.011491
1.200,296.332,13.974,55.040,301.724,-2.834,2.700,10.511,0.004130
1.300,295.989,15.083,55.051,301.442,4.159,2.917,10.523,0.000914
1.400,295.605,16.139,55.010,301.113,-3.678,3.125,10.526,0.033682
1.500,295.172,17.218,55.020,300.749,-8.072,3.338,10.541,0.013797
1.600,294.681,18.312,55.004,300.330,8.419,3.556,10.553,0.005424
1.700,294.244,19.440,55.049,299.979,0.194,3.780,10.574,0.010670
1.800,293.676,20.614,55.042,299.500,-5.183,4.015,10.590,0.013994
1.900,293.258,21.562,55.031,299.155,-4.264,4.205,10.600,0.001370
2.000,292.686,22.703,55.046,298.681,-4.648,4.435,10.620,0.001354
2.100,292.136,23.677,55.050,298.219,-4.113,4.634,10.638,0.024816
2.200,291.532,24.635,55.020,297.700,-7.563,4.830,10.651,0.000142
2.300,290.842,25.671,54.996,297.107,-14.147,5.044,10.667,0.001723
2.400,290.199,26.588,55.001,296.560,-6.598,5.235,10.688,0.001021
2.500,289.485,27.505,55.017,295.947,-0.332,5.428,10.714,0.003075
2.600,288.797,28.502,55.047,295.375,-6.801,5.636,10.741,0.008254
2.700,288.073,29.415,55.011,294.750,-0.914,5.830,10.757,0.000651
2.800,287.344,30.305,55.040,294.133,-2.652,6.020,10.785,0.045244
2.900,286.497,31.265,55.017,293.402,-4.473,6.228,10.808,0.000361
3.000,285.645,32.008,55.035,292.654,-7.328,6.394,10.839,0.009737
3.100,284.875,32.847,55.039,291.997,-3.836,6.577,10.865,0.020874
3.200,283.974,33.708,55.012,291.211,-8.346,6.769,10.889,0.004156
3.300,283.167,34.486,55.017,290.516,-6.497,6.944,10.916,0.002501
3.400,282.250,35.238,55.058,289.721,-6.353,7.116,10.955,0.047175
3.500,281.387,36.110,55.013,288.979,-11.617,7.313,10.974,0.037732
3.600,280.456,36.797,55.064,288.170,-2.872,7.475,11.016,0.000145
3.700,279.430,37.417,55.005,287.240,-16.001,7.627,11.040,0.009503
3.800,278.517,38.080,55.037,286.445,-7.863,7.785,11.077,0.005613
3.900,277.534,38.933,55.052,285.607,-11.470,7.985,11.113,0.028661
4.000,276.534,39.450,55.039,284.704,-6.610,8.119,11.147,0.003229
4.100,275.487,40.066,55.025,283.771,-5.955,8.275,11.181,0.014029
4.200,274.430,40.584,55.038,282.822,-4.652,8.412,11.221,0.028825
4.300,273.454,41.242,55.006,281.964,-9.944,8.577,11.249,0.000937
4.400,272.325,41.812,54.997,280.951,-15.684,8.729,11.289,0.000526
