time_s,x_m,y_m,z_m,range_m,v_radial_mps,azimuth_deg,elevation_deg,rcs_m2
0.000,286.314,-0.047,9.959,286.487,-5.457,-0.009,1.992,0.040701
0.100,286.418,-0.010,10.449,286.608,0.361,-0.002,2.089,0.004638
0.200,286.317,0.160,10.845,286.523,-5.579,0.032,2.169,0.005353
0.300,286.408,0.068,11.409,286.635,-7.644,0.014,2.281,0.050389
0.400,286.307,0.112,11.753,286.549,11.324,0.022,2.351,0.006069
0.500,286.347,-0.037,12.237,286.609,5.259,-0.007,2.447,0.003401
0.600,286.306,0.197,12.751,286.590,-1.893,0.039,2.550,0.012140
0.700,286.407,-0.036,13.178,286.710,2.589,-0.007,2.634,0.027943
0.800,286.334,-0.070,13.665,286.660,-5.631,-0.014,2.732,0.001842
0.900,286.180,-0.094,14.133,286.529,-1.176,-0.019,2.827,0.012278
1.000,286.195,-0.033,14.577,286.566,-5.699,-0.007,2.916,0.003144
1.100,286.492,-0.200,15.036,286.887,-2.164,-0.040,3.004,0.007389
1.200,286.258,-0.026,15.475,286.676,-5.938,-0.005,3.094,0.004375
1.300,286.418,-0.035,15.919,286.860,10.988,-0.007,3.181,0.003538
1.400,286.329,-0.051,16.391,286.798,-4.390,-0.010,3.276,0.002829
1.500,286.253,0.068,16.824,286.747,6.462,0.014,3.364,0.011484
1.600,286.284,-0.000,17.247,286.803,6.942,-0.000,3.448,0.049367
1.700,286.215,-0.001,17.693,286.762,-5.083,-0.000,3.537,0.014834
1.800,286.366,-0.083,18.124,286.939,-6.967,-0.017,3.621,0.038838
1.900,286.073,-0.142,18.626,286.679,2.420,-0.028,3.725,0.003326
2.000,286.405,0.058,19.046,287.038,-4.087,0.012,3.805,0.001324
2.100,286.359,-0.002,19.554,287.026,8.742,-0.000,3.906,0.016243
2.200,286.198,0.215,20.043,286.899,-10.110,0.043,4.006,0.003309
2.300,286.379,0.063,20.366,287.103,8.641,0.013,4.068,0.001291
2.400,286.185,0.152,20.885,286.946,-2.242,0.030,4.174,0.003135
2.500,286.266,-0.003,21.402,287.065,-10.459,-0.001,4.276,0.007563
2.600,286.467,0.017,21.792,287.294,7.379,0.003,4.350,0.001700
2.700,286.091,-0.014,22.270,286.957,1.858,-0.003,4.451,0.005302
2.800,286.351,0.145,22.703,287.249,5.271,0.029,4.533,0.004228
2.900,286.351,0.066,23.158,287.286,-3.199,0.013,4.624,0.000236
3.000,286.288,-0.102,23.724,287.270,-3.509,-0.021,4.737,0.001331
3.100,286.319,0.049,24.194,287.340,7.092,0.010,4.830,0.004913
3.200,286.334,0.065,24.586,287.387,1.795,0.013,4.908,0.003416
3.300,286.247,0.014,25.000,287.337,-5.308,0.003,4.991,0.018685
3.400,286.231,0.206,25.469,287.362,2.189,0.041,5.085,0.011712
3.500,286.268,-0.028,25.909,287.438,-0.923,-0.006,5.171,0.011388
3.600,286.225,0.099,26.308,287.431,-5.849,0.020,5.251,0.000272
3.700,286.170,0.111,26.819,287.424,2.490,0.022,5.354,0.003534
3.800,286.338,0.101,27.320,287.638,-7.973,0.020,5.450,0.050680
3.900,286.265,0.117,27.751,287.607,-11.577,0.023,5.537,0.020030
4.000,286.077,-0.078,28.197,287.463,5.333,-0.016,5.629,0.002157
4.100,286.276,0.018,28.695,287.710,10.233,0.004,5.724,0.001686
4.200,286.126,0.103,29.099,287.602,-11.100,0.021,5.807,0.004797
4.300,286.202,0.013,29.519,287.721,10.411,0.003,5.889,0.000734
4.400,286.226,-0.085,29.910,287.784,4.653,-0.017,5.966,0.010020
