time_s,x_m,y_m,z_m,range_m,v_radial_mps,azimuth_deg,elevation_deg,rcs_m2
0.000,298.205,0.135,9.999,298.373,34.227,0.026,1.920,0.008853
0.100,298.240,-0.039,10.319,298.419,-7.458,-0.007,1.982,0.002540
0.200,298.483,-0.103,10.527,298.668,-6.415,-0.020,2.020,0.014168
0.300,298.411,-0.135,10.766,298.605,17.345,-0.026,2.066,0.025091
0.400,298.394,-0.080,11.082,298.600,8.761,-0.015,2.127,0.051972
0.500,298.410,-0.038,11.326,298.625,-11.541,-0.007,2.174,0.019524
0.600,298.369,0.091,11.651,298.596,-5.835,0.017,2.236,0.000858
0.700,298.425,0.142,11.861,298.661,3.427,0.027,2.276,0.026527
0.800,298.373,-0.049,12.071,298.617,-0.652,-0.009,2.317,0.009402
0.900,298.339,0.027,12.411,298.597,-3.275,0.005,2.382,0.001454
1.000,298.329,-0.004,12.630,298.597,3.846,-0.001,2.424,0.006800
1.100,298.507,0.081,12.828,298.783,-2.312,0.016,2.461,0.003270
1.200,298.482,-0.005,13.182,298.773,6.557,-0.001,2.529,0.024249
1.300,298.249,-0.093,13.333,298.547,11.329,-0.018,2.560,0.011496
1.400,298.319,0.039,13.617,298.630,10.536,0.008,2.614,0.002644
1.500,298.362,0.002,14.030,298.692,-0.651,0.000,2.692,0.012864
1.600,298.274,0.046,14.233,298.614,-0.593,0.009,2.732,0.006388
1.700,298.320,0.049,14.534,298.674,-5.403,0.009,2.789,0.009220
1.800,298.317,-0.168,14.730,298.681,-0.128,-0.032,2.827,0.008298
1.900,298.348,0.034,15.049,298.727,5.824,0.007,2.888,0.012165
2.000,298.396,0.079,15.261,298.786,0.258,0.015,2.928,0.002449
2.100,298.333,0.016,15.563,298.739,9.397,0.003,2.986,0.004750
2.200,298.379,0.002,15.680,298.790,6.608,0.000,3.008,0.006978
2.300,298.367,-0.033,16.145,298.804,5.562,-0.006,3.097,0.016339
2.400,298.339,-0.029,16.292,298.783,6.145,-0.005,3.126,0.010494
2.500,298.401,-0.095,16.641,298.864,-4.041,-0.018,3.192,0.013513
2.600,298.306,0.067,16.923,298.786,-3.675,0.013,3.247,0.008110
2.700,298.304,0.024,17.091,298.793,4.575,0.005,3.279,0.007077
2.800,298.574,-0.001,17.473,299.085,3.888,-0.000,3.349,0.005766
2.900,298.523,0.071,17.716,299.048,5.101,0.014,3.396,0.001419
3.000,298.261,-0.024,18.017,298.804,5.718,-0.005,3.457,0.006817
3.100,298.424,-0.086,18.200,298.978,-2.517,-0.017,3.490,0.053148
3.200,298.364,0.138,18.486,298.936,-8.408,0.027,3.545,0.000133
3.300,298.440,-0.058,18.718,299.026,-8.397,-0.011,3.589,0.002367
3.400,298.344,0.045,19.011,298.949,1.361,0.009,3.646,0.008832
3.500,298.410,0.090,19.319,299.035,-8.010,0.017,3.704,0.004200
3.600,298.391,-0.135,19.556,299.032,5.698,-0.026,3.750,0.004508
3.700,298.318,-0.069,19.813,298.976,8.486,-0.013,3.800,0.000322
3.800,298.406,0.029,20.116,299.084,-4.244,0.006,3.857,0.004638
3.900,298.401,-0.104,20.332,299.092,0.890,-0.020,3.898,0.003112
4.000,298.332,-0.082,20.588,299.042,-2.632,-0.016,3.948,0.037174
4.100,298.619,-0.030,20.911,299.350,6.525,-0.006,4.006,0.004820
4.200,298.349,0.020,21.164,299.099,3.829,0.004,4.058,0.001156
4.300,298.382,-0.042,21.363,299.146,6.203,-0.008,4.095,0.007282
4.400,298.153,0.118,21.683,298.940,4.996,0.023,4.160,0.002181
4.500,298.410,-0.223,21.978,299.219,-5.298,-0.043,4.212,0.000855
4.600,298.452,0.003,22.220,299.278,3.268,0.001,4.258,0.014112
4.700,298.176,0.028,22.426,299.018,-2.466,0.005,4.301,0.003253
4.800,298.482,-0.048,22.819,299.353,-6.132,-0.009,4.372,0.012800
4.900,298.380,-0.000,22.986,299.264,3.392,-0.000,4.405,0.000107
5.000,298.262,0.090,23.302,299.170,12.313,0.017,4.467,0.056177
5.100,298.326,0.039,23.575,299.256,11.386,0.007,4.518,0.003399
5.200,298.417,0.076,23.801,299.365,-11.133,0.015,4.560,0.004926
5.300,298.367,-0.002,23.980,299.329,1.060,-0.000,4.595,0.005567
5.400,298.251,-0.059,24.230,299.234,-13.346,-0.011,4.645,0.031670
5.500,298.309,0.024,24.523,299.315,-3.736,0.005,4.700,0.008285
5.600,298.479,-0.129,24.869,299.514,-4.541,-0.025,4.763,0.000709
5.700,298.336,0.064,25.083,299.389,2.961,0.012,4.806,0.022694
5.800,298.388,-0.058,25.431,299.470,11.304,-0.011,4.872,0.001694
5.900,298.259,-0.040,25.666,299.361,-5.248,-0.008,4.918,0.017610
6.000,298.405,-0.070,25.918,299.528,1.515,-0.014,4.964,0.021448
6.100,298.492,-0.055,26.119,299.633,3.903,-0.011,5.001,0.014065
6.200,298.350,0.018,26.432,299.519,10.932,0.003,5.063,0.035166
6.300,298.436,0.026,26.636,299.622,-17.792,0.005,5.100,0.012786
6.400,298.135,-0.112,26.983,299.353,-4.027,-0.021,5.171,0.001523
6.500,298.226,0.141,27.194,299.463,5.338,0.027,5.210,0.014128
6.600,298.337,-0.080,27.496,299.601,12.058,-0.015,5.266,0.008923
6.700,298.201,-0.194,27.715,299.487,-6.466,-0.037,5.310,0.056432
6.800,298.280,0.031,28.037,299.595,-0.478,0.006,5.370,0.005709
6.900,298.374,0.065,28.262,299.710,-17.109,0.012,5.411,0.019302
7.000,298.321,0.099,28.604,299.689,8.673,0.019,5.477,0.009868
7.100,298.454,-0.076,28.829,299.843,-8.059,-0.015,5.517,0.002289
7.200,298.387,-0.053,29.060,299.799,-3.920,-0.010,5.563,0.021379
7.300,298.339,0.049,29.337,299.778,-8.529,0.009,5.616,0.015898
7.400,298.423,-0.163,29.620,299.889,4.577,-0.031,5.668,0.000658
7.500,298.259,0.046,29.883,299.753,-5.728,0.009,5.722,0.021254
7.600,298.520,0.006,30.038,300.028,-5.632,0.001,5.746,0.020586
7.700,298.401,-0.025,30.435,299.949,7.512,-0.005,5.824,0.003713
7.800,298.453,-0.040,30.796,300.038,-7.731,-0.008,5.891,0.000753
7.900,298.259,-0.097,30.896,299.855,-2.468,-0.019,5.914,0.003931
8.000,298.439,-0.062,31.213,300.067,-6.852,-0.012,5.971,0.006915
8.100,298.425,-0.040,31.477,300.081,8.264,-0.008,6.021,0.020568
8.200,298.321,-0.015,31.793,300.010,-5.977,-0.003,6.083,0.014086
