time_s,x_m,y_m,z_m,range_m,v_radial_mps,azimuth_deg,elevation_deg,rcs_m2
0.000,224.200,20.207,50.037,230.603,7.613,5.150,12.532,0.006444
0.100,225.453,20.850,50.283,231.932,-1.797,5.284,12.521,0.001103
0.200,226.113,21.416,50.687,232.712,-21.560,5.410,12.580,0.026978
0.300,226.665,21.431,50.923,233.301,27.869,5.401,12.608,0.018307
0.400,227.931,21.856,51.202,234.632,21.434,5.477,12.605,0.010692
0.500,229.004,21.951,51.759,235.805,-2.388,5.475,12.680,0.000915
0.600,229.385,22.369,51.738,236.209,12.379,5.570,12.652,0.017720
0.700,231.135,21.961,52.055,237.940,1.595,5.428,12.637,0.012462
0.800,231.385,22.780,52.413,238.338,34.537,5.623,12.704,0.004822
0.900,231.999,22.456,52.641,238.954,19.940,5.529,12.726,0.012888
1.000,232.946,22.339,53.010,239.944,19.420,5.478,12.763,0.001962
1.100,234.314,21.823,53.156,241.257,29.909,5.321,12.728,0.002302
1.200,234.770,21.542,53.637,241.781,16.067,5.243,12.817,0.005994
1.300,235.476,20.831,53.833,242.448,-6.152,5.055,12.829,0.002575
1.400,236.344,20.022,54.189,243.302,27.104,4.842,12.869,0.008003
1.500,237.195,19.459,54.466,244.145,7.937,4.690,12.890,0.015612
1.600,238.247,18.621,54.687,245.151,1.219,4.469,12.890,0.003437
1.700,238.844,17.641,54.997,245.728,-2.529,4.224,12.933,0.002136
1.800,239.898,16.508,55.460,246.778,6.669,3.936,12.987,0.008638
1.900,240.438,15.404,55.592,247.261,-6.505,3.666,12.993,0.000045
2.000,241.138,14.352,55.840,247.935,3.545,3.406,13.016,0.022624
2.100,242.301,13.040,55.801,248.985,0.669,3.081,12.951,0.011506
2.200,242.792,11.869,56.314,249.519,5.671,2.799,13.044,0.005657
2.300,243.578,10.070,56.463,250.240,14.280,2.367,13.040,0.003734
2.400,243.605,8.436,56.925,250.309,-10.495,1.983,13.145,0.002602
2.500,244.808,6.916,56.965,251.443,13.214,1.618,13.094,0.005176
2.600,245.432,5.314,57.504,252.134,-9.429,1.240,13.183,0.001458
2.700,245.914,3.958,58.011,252.695,-9.101,0.922,13.272,0.012691
2.800,246.371,1.914,58.085,253.133,-8.559,0.445,13.265,0.005032
2.900,246.619,0.723,58.171,253.388,8.465,0.168,13.272,0.012081
3.000,247.648,-0.713,58.463,254.456,18.964,-0.165,13.283,0.017230
3.100,248.480,-2.304,58.781,255.348,-1.567,-0.531,13.309,0.007115
3.200,248.972,-4.164,59.093,255.923,1.636,-0.958,13.350,0.006264
3.300,249.147,-5.279,59.181,256.134,-0.519,-1.214,13.359,0.001190
3.400,249.901,-6.324,59.423,256.947,19.760,-1.450,13.372,0.001250
3.500,250.425,-7.785,59.636,257.545,-4.352,-1.781,13.389,0.007612
3.600,250.785,-9.063,59.855,257.988,5.681,-2.070,13.415,0.018291
3.700,251.276,-10.532,60.110,258.581,-13.608,-2.400,13.442,0.018612
3.800,251.393,-11.275,60.349,258.781,15.928,-2.568,13.486,0.002625
3.900,251.909,-12.245,60.653,259.397,8.596,-2.783,13.522,0.000849
4.000,251.749,-13.543,60.679,259.313,0.480,-3.079,13.533,0.005641
4.100,252.369,-14.226,61.054,260.038,18.159,-3.226,13.579,0.001956
4.200,252.836,-14.496,61.099,260.517,16.842,-3.281,13.564,0.001551
4.300,253.444,-15.385,61.261,261.196,3.573,-3.474,13.564,0.014739
4.400,253.260,-15.650,61.716,261.140,-12.223,-3.536,13.670,0.010309
4.500,253.671,-16.648,61.659,261.587,9.777,-3.755,13.634,0.006019
4.600,253.933,-16.992,62.074,261.962,14.715,-3.828,13.707,0.008543
4.700,253.995,-17.145,62.067,262.030,17.125,-3.862,13.702,0.018208
4.800,254.204,-17.306,62.277,262.293,-11.663,-3.895,13.735,0.005721
4.900,253.980,-17.088,62.579,262.133,-6.984,-3.849,13.811,0.002161
5.000,253.841,-17.351,62.890,262.091,1.927,-3.910,13.884,0.006384
5.100,254.279,-17.368,62.963,262.534,-32.663,-3.907,13.876,0.010482
5.200,254.230,-17.277,62.901,262.466,9.476,-3.888,13.866,0.005985
5.300,254.179,-16.712,62.986,262.400,-0.767,-3.762,13.889,0.008037
5.400,254.119,-16.910,63.321,262.435,-5.305,-3.807,13.962,0.005378
5.500,254.181,-16.697,63.321,262.481,8.417,-3.758,13.960,0.005066
5.600,254.184,-16.456,63.494,262.511,-16.643,-3.704,13.997,0.012570
5.700,254.077,-16.408,63.802,262.479,0.259,-3.695,14.068,0.005381
5.800,253.809,-16.292,63.751,262.199,-19.716,-3.673,14.072,0.005469
5.900,253.632,-16.257,63.892,262.060,-4.916,-3.667,14.111,0.031983
6.000,253.159,-15.592,64.008,261.591,3.335,-3.524,14.163,0.003740
6.100,253.327,-15.433,64.052,261.755,3.444,-3.486,14.164,0.001792
6.200,252.932,-15.307,64.243,261.412,-19.567,-3.463,14.226,0.005769
6.300,252.922,-15.348,64.230,261.401,-20.164,-3.473,14.224,0.021458
6.400,252.479,-15.159,64.383,260.999,28.696,-3.436,14.281,0.003432
6.500,252.299,-14.758,64.303,260.782,12.912,-3.348,14.275,0.004104
6.600,251.859,-14.421,64.565,260.402,-20.694,-3.277,14.356,0.008805
6.700,251.487,-14.955,64.438,260.042,21.600,-3.403,14.347,0.004885
6.800,251.249,-14.422,64.623,259.827,7.746,-3.285,14.401,0.002054
6.900,250.757,-14.473,64.713,259.377,-14.789,-3.303,14.448,0.005435
7.000,250.143,-14.714,64.642,258.779,6.142,-3.367,14.465,0.007241
7.100,250.136,-14.366,64.855,258.806,-13.587,-3.287,14.513,0.011257
7.200,249.241,-14.546,65.057,258.003,-8.946,-3.340,14.605,0.002432
7.300,248.709,-14.425,64.885,257.438,20.177,-3.319,14.598,0.010635
7.400,248.625,-14.647,64.771,257.341,-23.206,-3.371,14.578,0.003064
7.500,247.518,-14.408,64.824,256.271,-20.382,-3.332,14.652,0.018098
7.600,247.193,-14.355,65.034,256.007,-31.209,-3.324,14.716,0.002600
7.700,246.321,-14.265,65.127,255.184,-16.367,-3.314,14.786,0.005097
7.800,246.178,-14.345,65.093,255.043,9.141,-3.335,14.787,0.005643
7.900,245.068,-14.225,64.977,253.935,3.196,-3.322,14.826,0.001981
8.000,244.631,-13.819,64.891,253.468,3.040,-3.233,14.834,0.004429
8.100,243.616,-13.758,65.038,252.524,-2.383,-3.232,14.925,0.006503
8.200,243.637,-13.399,65.000,252.514,-2.178,-3.148,14.916,0.001280
8.300,242.128,-12.930,65.125,251.066,-25.743,-3.057,15.034,0.006034
8.400,241.595,-12.818,64.997,250.514,-9.913,-3.037,15.038,0.010852
8.500,241.006,-12.406,64.962,249.916,-26.897,-2.947,15.066,0.010921
8.600,240.413,-12.093,64.794,249.285,14.322,-2.880,15.065,0.011313
8.700,239.634,-11.367,64.861,248.516,-5.211,-2.716,15.129,0.003885
8.800,238.657,-10.582,64.694,247.497,-12.247,-2.539,15.153,0.028150
8.900,237.920,-9.944,64.867,246.804,-18.513,-2.393,15.238,0.000805
9.000,237.003,-9.027,64.457,245.777,-1.194,-2.181,15.204,0.005269
9.100,236.427,-8.385,64.577,245.231,-25.383,-2.031,15.268,0.025195
9.200,235.252,-7.259,64.276,243.983,-8.528,-1.767,15.274,0.022254
9.300,234.394,-6.117,64.264,243.121,-25.000,-1.495,15.327,0.056370
9.400,234.017,-5.288,64.188,242.717,8.164,-1.294,15.334,0.014758
9.500,232.980,-3.803,64.316,241.724,12.329,-0.935,15.431,0.001819
9.600,231.890,-2.310,63.966,240.561,-11.386,-0.571,15.421,0.017781
9.700,231.412,-1.304,63.944,240.087,-9.646,-0.323,15.446,0.041336
9.800,230.256,0.055,63.815,238.936,-15.610,0.014,15.491,0.010996
9.900,229.750,1.430,63.729,238.429,-12.754,0.357,15.503,0.007349
10.000,228.524,3.272,63.545,237.217,13.580,0.820,15.538,0.014550
10.100,227.691,4.467,63.466,236.413,-15.390,1.124,15.572,0.001687
10.200,226.734,6.340,63.372,235.509,-11.285,1.602,15.610,0.032788
10.300,226.097,7.832,63.198,234.894,-6.342,1.984,15.608,0.009601
10.400,224.910,8.979,63.031,233.748,-3.972,2.286,15.644,0.003435
10.500,223.619,10.734,62.828,232.526,-4.462,2.748,15.676,0.020413
10.600,223.268,11.817,62.647,232.192,19.348,3.030,15.653,0.034091
10.700,221.959,13.377,62.623,231.012,-21.465,3.449,15.729,0.008755
10.800,221.420,14.668,62.521,230.544,-21.938,3.790,15.735,0.013955
10.900,220.493,15.837,62.336,229.682,-20.149,4.108,15.748,0.030267
11.000,219.466,17.266,62.158,228.751,-25.943,4.498,15.767,0.011698
11.100,218.815,18.307,62.004,228.166,-9.085,4.782,15.768,0.007543
11.200,217.738,19.305,61.718,227.138,-30.506,5.067,15.767,0.002717
11.300,216.981,20.661,61.483,226.468,4.097,5.439,15.753,0.015303
11.400,215.733,21.336,61.493,225.338,-39.744,5.648,15.837,0.012234
11.500,215.206,21.710,61.069,224.754,-32.024,5.760,15.766,0.020764
11.600,214.325,22.594,60.962,223.969,-4.405,6.018,15.795,0.003662
11.700,213.366,23.253,60.741,223.058,-20.521,6.220,15.802,0.000090
11.800,212.931,23.495,60.540,222.614,5.796,6.297,15.781,0.005523
11.900,211.730,23.839,60.306,221.438,-2.321,6.424,15.803,0.001267
12.000,210.998,23.632,60.092,220.657,-21.886,6.390,15.803,0.000828
12.100,209.641,24.366,59.934,219.397,-5.274,6.630,15.853,0.003711
12.200,209.661,24.034,59.620,219.294,-9.585,6.539,15.776,0.008234
12.300,208.327,24.032,59.625,218.020,-17.267,6.581,15.872,0.000457
12.400,207.702,23.577,59.321,217.290,-7.325,6.476,15.843,0.008354
12.500,207.007,23.301,59.114,216.539,-11.099,6.422,15.843,0.006679
12.600,206.624,22.885,58.834,216.052,15.474,6.320,15.802,0.006867
12.700,205.668,22.192,58.435,214.957,-0.133,6.158,15.774,0.009304
12.800,204.930,21.571,58.377,214.171,-8.457,6.009,15.817,0.012720
12.900,204.304,20.842,57.993,213.395,-21.407,5.825,15.769,0.001232
13.000,203.370,19.900,57.492,212.275,-24.038,5.589,15.714,0.001722
13.100,203.069,19.436,57.640,211.984,30.314,5.467,15.778,0.003601
13.200,202.340,18.287,57.305,211.092,-2.861,5.164,15.752,0.003314
13.300,201.837,17.340,56.922,210.425,-5.861,4.910,15.695,0.007213
13.400,201.373,16.532,56.746,209.868,-12.237,4.693,15.688,0.030755
13.500,200.441,15.610,56.307,208.784,-10.330,4.453,15.646,0.004207
13.600,200.128,14.314,56.163,208.352,3.204,4.091,15.638,0.013600
13.700,199.478,13.742,55.866,207.609,-37.240,3.941,15.610,0.024424
13.800,199.038,12.412,55.543,207.015,-28.308,3.568,15.563,0.031411
13.900,198.651,11.493,55.231,206.506,-3.445,3.311,15.513,0.006235
14.000,197.637,10.827,54.980,205.427,3.525,3.136,15.524,0.012951
14.100,197.883,9.748,54.721,205.541,-3.522,2.820,15.440,0.031145
14.200,197.541,8.905,54.406,205.090,-5.731,2.581,15.384,0.001990
14.300,196.372,7.975,54.118,203.849,-7.290,2.326,15.396,0.008091
14.400,196.367,7.072,53.938,203.763,-8.583,2.063,15.350,0.003509
14.500,196.159,6.522,53.565,203.446,-8.891,1.904,15.265,0.000342
14.600,195.820,5.631,53.302,203.022,-12.342,1.647,15.221,0.003103
14.700,195.581,4.976,52.829,202.651,-3.135,1.457,15.111,0.010180
14.800,195.233,4.334,52.814,202.296,16.852,1.272,15.134,0.004203
14.900,195.081,3.466,52.618,202.083,0.306,1.018,15.093,0.013789
15.000,194.392,2.790,52.162,201.288,-11.314,0.822,15.019,0.005176
15.100,194.550,2.709,51.940,201.383,-15.503,0.798,14.947,0.005593
15.200,194.557,2.190,51.555,201.283,17.945,0.645,14.841,0.004195
15.300,194.222,1.745,51.047,200.826,2.192,0.515,14.725,0.010569
15.400,194.172,1.199,50.904,200.737,-8.486,0.354,14.690,0.000959
15.500,194.618,1.056,50.635,201.100,16.248,0.311,14.583,0.003707
15.600,194.253,0.609,50.373,200.679,-0.568,0.180,14.538,0.000568
15.700,194.326,0.038,50.045,200.667,-23.931,0.011,14.442,0.000328
15.800,194.490,-0.221,49.688,200.737,29.038,-0.065,14.331,0.017582
15.900,194.636,-0.530,49.539,200.842,0.261,-0.156,14.280,0.011586
16.000,194.265,-1.154,49.284,200.422,5.164,-0.340,14.235,0.028608
16.100,194.477,-1.298,48.941,200.544,-29.558,-0.382,14.125,0.031804
16.200,194.776,-1.884,48.618,200.761,-5.025,-0.554,14.015,0.024355
16.300,194.647,-2.505,48.431,200.598,-21.165,-0.737,13.971,0.003482
16.400,194.664,-3.021,48.241,200.576,-13.806,-0.889,13.917,0.018329
16.500,195.303,-3.473,47.606,201.052,4.882,-1.019,13.697,0.013820
16.600,195.263,-4.213,47.480,200.997,28.013,-1.236,13.664,0.017879
16.700,195.381,-4.709,47.001,201.010,-0.940,-1.381,13.522,0.015951
