time_s,x_m,y_m,z_m,range_m,v_radial_mps,azimuth_deg,elevation_deg,rcs_m2
0.000,472.919,-15.847,86.670,481.056,3.092,-1.919,10.379,0.007393
0.100,472.248,-15.801,86.726,480.405,-6.074,-1.916,10.400,0.016661
0.200,471.443,-15.702,86.806,479.625,-10.421,-1.908,10.427,0.015180
0.300,470.753,-15.779,86.775,478.944,-11.056,-1.920,10.439,0.002599
0.400,469.915,-15.879,86.762,478.121,-10.052,-1.935,10.455,0.008696
0.500,469.159,-15.809,86.682,477.361,-7.049,-1.930,10.462,0.010243
0.600,468.426,-15.771,86.715,476.645,-7.634,-1.928,10.482,0.006342
0.700,467.660,-16.049,86.693,475.898,-4.659,-1.965,10.496,0.002560
0.800,466.956,-15.779,86.637,475.187,-10.974,-1.935,10.505,0.005634
0.900,466.246,-15.926,86.720,474.510,-8.651,-1.956,10.530,0.008640
1.000,465.335,-15.799,86.683,473.604,-17.473,-1.945,10.546,0.003360
1.100,464.681,-16.076,86.670,472.967,-5.319,-1.981,10.559,0.012176
1.200,463.836,-15.724,86.697,472.131,-6.966,-1.942,10.581,0.003855
1.300,463.110,-15.879,86.762,471.435,-7.250,-1.964,10.605,0.007346
1.400,462.371,-15.916,86.744,470.707,-4.372,-1.972,10.619,0.020481
1.500,461.607,-15.873,86.687,469.944,-6.922,-1.969,10.630,0.002825
1.600,460.879,-15.857,86.743,469.239,-8.199,-1.971,10.653,0.001085
1.700,460.116,-15.744,86.865,468.509,-8.806,-1.960,10.685,0.019911
1.800,459.423,-15.903,86.713,467.805,-13.639,-1.983,10.682,0.011477
1.900,458.592,-15.718,86.751,466.990,-10.131,-1.963,10.706,0.021169
2.000,457.809,-16.036,86.666,466.216,-7.544,-2.006,10.713,0.002638
2.100,457.158,-15.910,86.634,465.567,-10.216,-1.993,10.724,0.040935
2.200,456.298,-15.730,86.816,464.749,-5.384,-1.974,10.766,0.000272
2.300,455.611,-15.882,86.721,464.063,-9.858,-1.996,10.770,0.015103
2.400,454.732,-15.949,86.761,463.210,-7.062,-2.009,10.795,0.000264
2.500,453.962,-15.998,86.698,462.444,-7.507,-2.018,10.806,0.005481
2.600,453.183,-15.809,86.790,461.690,-17.001,-1.998,10.835,0.002686
2.700,452.534,-15.932,86.720,461.044,-10.393,-2.016,10.842,0.039387
2.800,451.747,-15.895,86.724,460.270,-14.738,-2.015,10.861,0.003153
