time_s,x_m,y_m,z_m,range_m,v_radial_mps,azimuth_deg,elevation_deg,rcs_m2
0.000,318.693,20.245,49.821,323.199,45.694,3.635,8.867,0.002647
0.100,319.726,20.933,50.348,324.342,-8.931,3.746,8.930,0.000095
0.200,320.762,20.980,50.616,325.408,22.170,3.742,8.948,0.004962
0.300,321.749,21.547,50.952,326.470,-9.423,3.831,8.979,0.002188
0.400,322.553,21.575,51.169,327.298,36.226,3.827,8.994,0.033228
0.500,323.749,22.073,51.592,328.576,-5.434,3.900,9.034,0.007954
0.600,324.664,22.991,51.947,329.597,4.155,4.051,9.068,0.000314
0.700,325.481,22.615,52.200,330.415,26.567,3.975,9.090,0.004602
0.800,326.273,22.557,52.307,331.208,-5.382,3.955,9.087,0.010521
0.900,326.951,22.386,52.711,331.929,-15.311,3.917,9.137,0.004007
1.000,327.804,21.760,52.811,332.743,18.824,3.798,9.132,0.007370
1.100,328.864,21.687,53.305,333.861,24.576,3.773,9.187,0.000926
1.200,329.698,21.601,53.525,334.712,-8.465,3.749,9.202,0.009408
1.300,330.694,20.793,53.651,335.663,26.339,3.598,9.197,0.010315
1.400,331.165,20.125,54.050,336.150,10.440,3.478,9.253,0.024930
1.500,331.820,19.073,54.464,336.801,15.854,3.290,9.306,0.001472
1.600,333.174,18.654,54.814,338.168,4.540,3.205,9.328,0.013371
1.700,333.987,17.773,54.977,338.947,14.670,3.046,9.335,0.006626
1.800,334.370,17.072,55.401,339.359,10.451,2.923,9.396,0.002001
1.900,335.313,15.398,55.666,340.251,-9.006,2.629,9.416,0.000949
2.000,335.839,14.125,55.895,340.751,34.870,2.408,9.441,0.017524
2.100,337.292,12.873,56.039,342.158,22.378,2.186,9.426,0.007447
2.200,337.646,11.578,56.397,342.519,20.841,1.964,9.477,0.018078
2.300,338.459,10.160,56.671,343.321,14.653,1.719,9.501,0.000014
2.400,338.857,8.356,56.971,343.714,18.849,1.413,9.541,0.011699
2.500,339.615,7.180,57.164,344.467,-25.446,1.211,9.552,0.001363
2.600,340.364,5.596,57.415,345.219,-21.309,0.942,9.574,0.000840
2.700,340.667,4.076,57.750,345.551,49.453,0.685,9.621,0.003362
2.800,341.635,2.196,57.954,346.523,14.670,0.368,9.628,0.006649
2.900,341.998,1.123,58.131,346.905,30.057,0.188,9.647,0.011045
3.000,342.480,-0.431,58.668,347.469,-10.261,-0.072,9.721,0.007562
3.100,343.062,-2.526,58.853,348.083,-19.183,-0.422,9.734,0.004524
3.200,343.718,-3.835,58.864,348.743,1.237,-0.639,9.717,0.013283
3.300,343.954,-4.921,59.229,349.051,-18.128,-0.820,9.770,0.012374
3.400,344.704,-6.915,59.465,349.864,2.495,-1.149,9.786,0.013817
3.500,345.327,-8.283,59.683,350.545,-11.426,-1.374,9.803,0.025231
3.600,345.491,-9.005,59.908,350.762,2.063,-1.493,9.834,0.001448
3.700,345.946,-9.963,60.080,351.265,25.054,-1.650,9.848,0.002186
3.800,346.422,-11.514,60.238,351.809,-5.834,-1.904,9.859,0.001168
3.900,346.712,-12.340,60.437,352.156,0.933,-2.038,9.882,0.009478
4.000,346.778,-13.285,60.882,352.332,-2.453,-2.194,9.950,0.014246
4.100,347.414,-14.239,60.803,352.982,-8.741,-2.347,9.919,0.011225
4.200,347.770,-15.000,61.133,353.421,17.544,-2.470,9.961,0.008158
4.300,348.135,-15.497,61.393,353.846,24.504,-2.549,9.992,0.001731
4.400,348.093,-16.139,61.685,353.885,7.986,-2.655,10.038,0.008068
4.500,348.441,-16.372,61.725,354.244,21.709,-2.690,10.035,0.006387
4.600,348.236,-16.719,61.761,354.066,-2.338,-2.749,10.046,0.001298
4.700,348.937,-17.032,62.274,354.859,-4.301,-2.794,10.107,0.008342
4.800,348.953,-17.252,62.262,354.883,13.170,-2.830,10.104,0.012894
4.900,348.818,-17.427,62.498,354.801,22.543,-2.860,10.146,0.001651
5.000,349.168,-17.221,62.529,355.140,20.257,-2.824,10.141,0.018773
5.100,349.205,-17.445,62.749,355.226,13.407,-2.860,10.174,0.007653
5.200,348.962,-17.667,63.096,355.060,0.998,-2.898,10.236,0.010185
5.300,349.147,-17.382,63.158,355.239,6.638,-2.850,10.241,0.005524
5.400,348.767,-17.037,63.231,354.862,-7.305,-2.797,10.264,0.004364
5.500,348.910,-16.957,63.246,355.001,-14.359,-2.782,10.262,0.004430
5.600,348.888,-16.915,63.481,355.019,3.392,-2.776,10.300,0.005979
5.700,348.979,-16.486,63.558,355.102,0.719,-2.705,10.311,0.013033
5.800,348.555,-16.185,63.626,354.684,16.339,-2.659,10.334,0.033188
5.900,348.890,-15.787,63.789,355.024,-0.005,-2.591,10.351,0.022320
6.000,348.530,-16.224,64.166,354.759,-16.516,-2.665,10.421,0.003417
6.100,347.939,-15.445,63.970,354.107,14.441,-2.542,10.408,0.016830
6.200,347.604,-15.400,64.216,353.821,-4.357,-2.537,10.457,0.008659
6.300,347.516,-15.041,64.307,353.735,4.792,-2.478,10.474,0.030022
6.400,347.285,-14.803,64.317,353.501,7.089,-2.441,10.483,0.016308
6.500,346.637,-14.688,64.463,352.886,28.141,-2.426,10.526,0.015887
6.600,346.791,-14.619,64.662,353.070,-9.398,-2.414,10.553,0.006585
6.700,346.520,-14.501,64.578,352.784,2.572,-2.396,10.548,0.000650
