time_s,x_m,y_m,z_m,range_m,v_radial_mps,azimuth_deg,elevation_deg,rcs_m2
0.000,312.168,0.049,63.937,318.649,-2.713,0.009,11.575,0.002245
0.100,312.185,1.853,63.957,318.674,4.953,0.340,11.578,0.005295
0.200,312.195,3.793,63.973,318.705,6.697,0.696,11.580,0.019268
0.300,311.986,5.715,63.960,318.526,-3.297,1.050,11.584,0.004105
0.400,312.278,7.360,63.923,318.838,-5.377,1.350,11.565,0.003044
0.500,312.348,9.308,63.932,318.959,-5.845,1.707,11.563,0.009860
0.600,312.227,11.255,63.974,318.913,-2.763,2.065,11.572,0.010621
0.700,312.144,12.983,63.961,318.894,12.506,2.382,11.570,0.005289
0.800,312.238,14.911,63.941,319.066,0.081,2.734,11.560,0.005970
0.900,312.191,16.800,63.930,319.112,6.260,3.080,11.557,0.006800
1.000,312.236,18.371,63.966,319.250,-1.787,3.367,11.558,0.000867
1.100,312.083,20.403,63.911,319.213,15.265,3.740,11.549,0.005735
1.200,312.090,22.208,63.883,319.335,-1.183,4.070,11.540,0.017570
1.300,312.083,24.313,63.938,319.492,-0.350,4.455,11.544,0.002160
1.400,312.243,26.123,63.892,319.781,6.385,4.782,11.525,0.025964
1.500,312.279,27.820,63.905,319.963,7.576,5.091,11.521,0.000402
1.600,312.161,29.671,63.950,320.023,1.138,5.430,11.527,0.010687
1.700,312.142,31.651,63.920,320.188,-2.254,5.790,11.515,0.017215
1.800,311.968,33.762,63.861,320.222,8.733,6.177,11.503,0.000762
1.900,312.258,35.340,63.976,320.697,4.886,6.457,11.507,0.022596
2.000,312.283,37.439,63.884,320.942,9.558,6.836,11.482,0.001322
2.100,312.097,39.110,64.014,320.986,1.953,7.143,11.504,0.028237
2.200,312.191,41.012,64.003,321.312,13.192,7.484,11.490,0.015965
2.300,312.245,42.950,63.896,321.596,-4.439,7.832,11.460,0.027982
2.400,312.031,44.894,63.869,321.649,10.500,8.187,11.453,0.007144
2.500,312.128,46.530,63.900,321.982,-0.793,8.479,11.447,0.011201
2.600,312.332,48.376,63.944,322.459,-6.253,8.804,11.438,0.014469
2.700,312.036,50.259,63.937,322.460,4.425,9.150,11.436,0.007022
2.800,312.243,52.193,63.857,322.951,-16.886,9.490,11.404,0.003796
2.900,312.243,54.081,63.996,323.289,0.888,9.826,11.417,0.027511
3.000,312.198,56.009,63.933,323.561,-6.435,10.171,11.396,0.005959
3.100,312.270,57.680,63.863,323.910,-3.997,10.465,11.371,0.048640
3.200,312.338,59.763,63.877,324.356,1.576,10.832,11.358,0.013309
3.300,312.134,61.382,63.939,324.474,14.655,11.125,11.365,0.001973
3.400,312.133,63.359,63.899,324.845,-1.449,11.474,11.344,0.009623
3.500,312.090,65.016,63.875,325.126,1.883,11.768,11.330,0.011399
3.600,312.221,67.121,63.909,325.686,8.004,12.133,11.316,0.017327
3.700,312.112,68.901,63.920,325.956,-4.714,12.449,11.309,0.015328
3.800,312.155,70.787,63.896,326.396,-0.528,12.777,11.289,0.014576
3.900,312.285,72.613,63.894,326.921,12.209,13.090,11.270,0.003429
4.000,312.221,74.649,63.882,327.315,-6.122,13.446,11.255,0.003541
4.100,312.198,76.353,63.922,327.694,7.855,13.743,11.249,0.001181
4.200,311.957,78.180,63.940,327.899,-6.723,14.069,11.245,0.000401
4.300,312.321,80.224,64.012,328.752,13.239,14.406,11.228,0.009370
4.400,312.192,82.080,63.854,329.056,10.878,14.731,11.189,0.009469
4.500,311.959,84.026,64.028,329.360,10.951,15.075,11.210,0.035869
4.600,312.212,85.626,63.966,330.000,3.110,15.337,11.177,0.026112
4.700,312.140,87.467,63.874,330.396,5.687,15.654,11.147,0.017228
4.800,312.409,89.307,63.921,331.151,-8.748,15.953,11.129,0.005711
4.900,312.076,91.402,63.934,331.412,1.412,16.324,11.123,0.035938
5.000,312.136,92.960,63.866,331.888,17.206,16.584,11.095,0.007302
5.100,312.297,94.953,63.928,332.614,18.411,16.912,11.081,0.002378
5.200,312.036,96.714,63.893,332.869,7.502,17.221,11.066,0.007170
5.300,312.242,98.688,63.928,333.648,15.356,17.540,11.046,0.024203
5.400,312.258,100.633,63.897,334.237,0.052,17.863,11.021,0.004841
5.500,312.319,102.521,63.908,334.870,5.955,18.173,11.002,0.000146
5.600,312.166,104.475,63.926,335.335,3.136,18.504,10.990,0.002750
5.700,312.205,106.029,63.886,335.850,12.076,18.758,10.966,0.001229
5.800,312.314,108.062,63.970,336.614,-3.292,19.086,10.955,0.007990
5.900,312.311,109.903,63.944,337.202,1.735,19.387,10.931,0.003569
6.000,312.233,111.751,63.956,337.740,1.737,19.693,10.916,0.001658
6.100,312.064,113.656,63.986,338.225,10.634,20.012,10.905,0.001724
6.200,312.090,115.596,63.906,338.891,13.299,20.324,10.870,0.003571
6.300,312.354,117.456,63.960,339.782,9.901,20.608,10.850,0.001800
6.400,312.092,119.219,63.850,340.135,6.598,20.907,10.820,0.004557
6.500,312.149,121.108,63.921,340.866,8.491,21.205,10.808,0.012320
6.600,312.093,123.155,63.866,341.538,9.917,21.535,10.777,0.005132
6.700,312.153,124.511,63.952,342.100,14.230,21.746,10.774,0.002693
6.800,312.219,126.541,63.846,342.884,16.731,22.062,10.731,0.001123
6.900,312.093,128.278,64.031,343.449,4.073,22.344,10.745,0.002162
7.000,312.210,130.422,63.953,344.347,7.980,22.672,10.703,0.000976
7.100,311.982,132.365,63.953,344.882,12.200,22.990,10.686,0.010980
7.200,311.974,134.023,63.954,345.514,10.211,23.248,10.667,0.007801
7.300,312.113,136.070,63.905,346.429,6.279,23.555,10.630,0.011946
7.400,312.084,137.897,63.838,347.113,-2.772,23.839,10.598,0.000128
7.500,312.283,139.893,63.882,348.097,6.866,24.131,10.575,0.006501
7.600,312.217,141.334,64.018,348.645,11.919,24.355,10.581,0.008663
7.700,312.129,143.603,63.868,349.464,21.005,24.706,10.531,0.023221
7.800,312.157,145.220,63.940,350.170,7.688,24.948,10.521,0.027530
7.900,312.205,147.145,63.907,351.010,7.381,25.235,10.490,0.002926
8.000,312.064,149.037,63.955,351.691,4.673,25.528,10.478,0.003884
8.100,312.155,151.062,63.942,352.632,5.969,25.824,10.447,0.000374
8.200,312.126,152.637,63.946,353.284,6.636,26.060,10.428,0.008183
8.300,312.192,154.744,63.841,354.239,12.050,26.366,10.383,0.016828
8.400,312.009,156.559,63.935,354.891,2.735,26.646,10.379,0.027238
8.500,312.070,158.146,63.923,355.646,-3.683,26.874,10.355,0.004622
8.600,312.082,160.360,63.850,356.633,1.420,27.196,10.314,0.029558
8.700,312.155,162.229,63.926,357.555,11.747,27.461,10.299,0.005870
8.800,312.038,163.839,63.841,358.171,11.252,27.702,10.267,0.007515
8.900,312.152,165.729,63.931,359.155,21.508,27.965,10.254,0.004892
9.000,312.102,167.602,63.883,359.971,5.293,28.236,10.222,0.001796
9.100,312.038,169.689,63.917,360.898,15.210,28.538,10.201,0.016315
9.200,312.182,171.295,63.865,361.771,1.217,28.754,10.168,0.016856
9.300,312.046,173.169,63.884,362.549,18.558,29.028,10.149,0.002947
9.400,312.221,175.149,63.949,363.660,10.878,29.291,10.128,0.025256
9.500,312.119,176.856,63.906,364.391,-3.118,29.537,10.101,0.001923
9.600,312.026,178.704,63.925,365.215,5.477,29.801,10.081,0.007031
9.700,312.197,180.784,63.977,366.392,-2.379,30.074,10.056,0.018578
9.800,312.157,182.468,63.918,367.181,20.462,30.308,10.025,0.011472
9.900,312.200,184.516,63.869,368.231,10.116,30.584,9.988,0.002379
10.000,312.194,186.179,63.950,369.076,13.531,30.810,9.978,0.007239
10.100,312.045,188.166,63.956,369.958,13.409,31.090,9.955,0.001111
10.200,312.122,190.022,63.890,370.959,8.510,31.333,9.917,0.014076
10.300,312.203,191.931,63.940,372.017,16.688,31.582,9.897,0.010311
10.400,312.111,193.872,63.901,372.938,7.907,31.847,9.866,0.017942
10.500,312.132,195.522,63.917,373.818,4.896,32.063,9.845,0.011756
10.600,312.292,197.475,63.964,374.986,6.127,32.307,9.821,0.009804
10.700,312.168,199.420,63.970,375.911,-9.429,32.571,9.798,0.008050
10.800,312.265,201.125,63.901,376.888,17.328,32.785,9.762,0.001543
10.900,312.265,203.059,63.979,377.936,0.048,33.035,9.746,0.001177
11.000,312.127,204.883,63.881,378.788,18.251,33.281,9.709,0.002716
11.100,311.966,206.555,63.924,379.571,-0.919,33.509,9.695,0.021621
11.200,312.082,208.812,63.950,380.904,8.556,33.786,9.665,0.003385
11.300,312.262,210.475,63.886,381.953,6.260,33.981,9.629,0.032209
