time_s,x_m,y_m,z_m,range_m,v_radial_mps,azimuth_deg,elevation_deg,rcs_m2
0.000,322.961,0.032,41.689,325.640,15.443,0.006,7.355,0.003226
0.100,323.161,1.862,41.691,325.844,-8.849,0.330,7.351,0.005513
0.200,323.194,3.291,41.623,325.879,2.522,0.583,7.338,0.015429
0.300,323.246,4.955,41.659,325.957,13.096,0.878,7.343,0.006073
0.400,323.243,6.862,41.674,325.990,6.527,1.216,7.345,0.001136
0.500,323.249,8.408,41.646,326.029,-2.115,1.490,7.339,0.007284
0.600,323.167,10.094,41.705,326.004,4.314,1.789,7.350,0.004281
0.700,323.128,11.797,41.646,326.015,5.092,2.091,7.339,0.012860
0.800,323.104,13.381,41.639,326.051,2.155,2.372,7.337,0.027544
0.900,323.294,15.186,41.648,326.319,8.788,2.689,7.333,0.000192
1.000,323.197,16.856,41.606,326.300,-6.082,2.985,7.326,0.011917
1.100,323.098,18.480,41.628,326.292,0.361,3.274,7.330,0.021195
1.200,323.276,19.969,41.683,326.563,8.956,3.535,7.333,0.011307
1.300,323.176,21.795,41.661,326.578,14.657,3.858,7.329,0.002662
1.400,323.235,23.430,41.684,326.753,-1.916,4.146,7.329,0.015939
1.500,323.019,25.250,41.729,326.680,2.270,4.470,7.339,0.013344
1.600,323.233,26.674,41.695,327.001,1.628,4.718,7.326,0.022611
1.700,323.334,28.405,41.639,327.240,1.787,5.020,7.310,0.007253
1.800,323.226,30.226,41.582,327.288,1.701,5.342,7.299,0.022337
1.900,323.180,31.737,41.624,327.392,-9.165,5.609,7.304,0.008085
2.000,323.027,33.758,41.666,327.448,0.969,5.966,7.310,0.026345
2.100,323.146,35.099,41.682,327.708,-7.859,6.199,7.307,0.007331
2.200,323.035,36.741,41.675,327.778,1.731,6.489,7.305,0.011786
2.300,323.237,38.525,41.689,328.183,8.892,6.797,7.298,0.004302
2.400,323.242,40.421,41.730,328.421,-1.966,7.128,7.300,0.005339
2.500,323.215,42.011,41.699,328.590,-1.116,7.406,7.291,0.006847
2.600,323.328,43.435,41.626,328.878,2.507,7.651,7.272,0.005202
2.700,323.217,45.328,41.639,329.025,8.668,7.983,7.270,0.002335
2.800,323.233,46.978,41.736,329.285,6.530,8.269,7.282,0.009725
2.900,323.009,48.466,41.668,329.272,11.233,8.533,7.270,0.015389
3.000,323.227,50.387,41.718,329.780,5.451,8.860,7.268,0.004560
3.100,323.123,52.020,41.655,329.924,11.091,9.146,7.253,0.026959
3.200,323.219,53.567,41.675,330.268,4.421,9.410,7.249,0.054368
3.300,323.237,55.436,41.619,330.587,6.634,9.732,7.232,0.007699
3.400,323.305,56.967,41.601,330.911,2.241,9.993,7.222,0.004587
3.500,323.154,58.586,41.648,331.052,-10.530,10.276,7.227,0.028427
3.600,323.169,60.276,41.674,331.373,5.766,10.565,7.225,0.001272
3.700,323.173,62.049,41.699,331.707,20.626,10.869,7.222,0.000977
3.800,323.049,63.527,41.573,331.850,6.397,11.125,7.197,0.008273
3.900,323.094,65.183,41.637,332.224,6.759,11.406,7.200,0.003663
4.000,323.185,67.075,41.633,332.687,6.257,11.725,7.189,0.000230
4.100,323.094,68.843,41.659,332.964,-8.839,12.028,7.187,0.014862
4.200,323.158,70.516,41.670,333.376,3.338,12.309,7.180,0.001758
4.300,323.183,72.112,41.652,333.739,-3.075,12.578,7.170,0.002872
4.400,323.226,73.898,41.715,334.180,4.046,12.878,7.171,0.002983
4.500,323.185,75.539,41.651,334.499,1.907,13.156,7.153,0.004396
4.600,323.064,77.185,41.671,334.760,10.716,13.437,7.151,0.001808
4.700,323.036,78.806,41.605,335.102,18.887,13.710,7.132,0.028344
4.800,323.216,80.453,41.626,335.670,-1.970,13.978,7.124,0.004101
4.900,323.254,82.283,41.668,336.154,2.465,14.281,7.120,0.006716
5.000,323.312,83.692,41.665,336.558,1.660,14.513,7.111,0.000595
5.100,323.287,85.521,41.694,336.996,10.537,14.817,7.107,0.000900
5.200,323.138,87.119,41.698,337.264,13.936,15.088,7.102,0.004530
5.300,323.003,88.834,41.675,337.578,2.313,15.378,7.091,0.000561
5.400,323.186,90.430,41.734,338.185,7.507,15.632,7.089,0.003178
5.500,323.273,92.254,41.754,338.762,-4.470,15.927,7.080,0.001974
5.600,323.131,93.860,41.599,339.048,-3.839,16.197,7.048,0.001688
5.700,323.069,95.679,41.570,339.494,4.448,16.497,7.033,0.000313
5.800,323.047,97.119,41.707,339.899,0.084,16.733,7.048,0.003955
5.900,323.280,98.912,41.580,340.621,1.541,17.012,7.012,0.000343
6.000,323.151,100.620,41.624,341.003,-1.556,17.295,7.011,0.010646
6.100,323.167,102.271,41.680,341.517,-1.539,17.561,7.010,0.030910
6.200,323.216,103.884,41.679,342.049,5.855,17.818,6.999,0.008990
6.300,323.284,105.609,41.681,342.641,-2.871,18.091,6.987,0.004853
6.400,323.246,107.202,41.733,343.106,17.113,18.348,6.986,0.008903
6.500,323.039,109.085,41.595,343.488,-0.921,18.659,6.955,0.002416
6.600,323.131,110.421,41.642,344.007,1.334,18.866,6.953,0.002359
6.700,323.045,112.264,41.661,344.525,13.253,19.163,6.945,0.040836
6.800,323.081,114.006,41.613,345.123,-3.451,19.437,6.925,0.035905
6.900,323.320,115.530,41.658,345.859,9.091,19.663,6.918,0.001149
7.000,322.966,117.270,41.683,346.117,5.892,19.956,6.917,0.013141
7.100,323.113,118.868,41.556,346.783,-3.714,20.198,6.882,0.005318
7.200,323.127,120.663,41.667,347.429,3.313,20.477,6.888,0.000586
7.300,323.103,122.308,41.684,347.983,-0.136,20.734,6.880,0.009428
7.400,322.958,124.051,41.656,348.462,5.811,21.012,6.866,0.000877
7.500,323.077,125.754,41.616,349.178,11.105,21.268,6.845,0.001588
