time_s,x_m,y_m,z_m,range_m,v_radial_mps,azimuth_deg,elevation_deg,rcs_m2
0.000,352.999,0.151,48.957,356.377,22.371,0.025,7.896,0.002488
0.100,353.244,1.397,48.855,356.610,-12.172,0.227,7.874,0.014211
0.200,353.212,3.092,48.965,356.603,16.687,0.501,7.892,0.009167
0.300,353.141,4.435,49.008,356.553,-5.713,0.720,7.900,0.007656
0.400,353.038,5.971,48.871,356.454,-1.498,0.969,7.880,0.001982
0.500,353.155,7.632,48.796,356.592,-5.008,1.238,7.865,0.014671
0.600,353.037,9.002,48.827,356.511,-9.007,1.461,7.872,0.003510
0.700,353.138,10.517,48.993,356.675,0.358,1.706,7.895,0.004887
0.800,353.084,12.257,48.898,356.665,5.698,1.988,7.880,0.017328
0.900,353.114,13.701,48.914,356.749,2.420,2.222,7.881,0.008992
1.000,353.111,15.169,48.933,356.808,-6.363,2.460,7.882,0.004670
1.100,353.055,16.515,48.849,356.801,-0.458,2.678,7.869,0.002821
1.200,353.218,18.197,48.943,357.057,3.836,2.949,7.878,0.013299
1.300,353.298,19.845,48.871,357.214,21.699,3.215,7.863,0.004203
1.400,353.373,21.159,48.933,357.372,16.110,3.427,7.870,0.000681
1.500,353.171,22.528,48.936,357.256,6.466,3.650,7.873,0.007289
1.600,353.307,23.927,48.954,357.484,1.838,3.874,7.871,0.003513
1.700,353.256,25.767,48.940,357.559,-2.545,4.172,7.867,0.030371
1.800,353.200,27.163,48.945,357.608,4.591,4.398,7.867,0.000148
1.900,353.156,28.832,49.020,357.706,11.931,4.667,7.877,0.007181
2.000,353.107,30.271,48.948,357.766,-12.065,4.900,7.864,0.003004
2.100,353.244,31.644,48.853,358.008,-3.929,5.119,7.843,0.002158
2.200,353.214,33.238,48.869,358.125,-2.545,5.376,7.843,0.007685
2.300,353.368,34.885,48.928,358.441,5.676,5.638,7.845,0.000732
2.400,353.186,36.331,48.862,358.396,-4.986,5.873,7.836,0.030288
2.500,353.091,37.877,48.844,358.460,-3.101,6.123,7.831,0.013454
2.600,352.992,39.340,48.953,358.535,0.325,6.359,7.847,0.000561
2.700,353.139,40.747,48.957,358.838,6.035,6.582,7.841,0.007129
2.800,353.246,42.389,48.891,359.124,-9.251,6.843,7.825,0.000054
2.900,353.178,43.620,48.984,359.217,-5.296,7.041,7.837,0.001333
3.000,353.237,45.456,48.894,359.490,3.695,7.333,7.817,0.002695
3.100,353.164,46.676,48.928,359.579,-5.421,7.529,7.821,0.010390
3.200,353.301,48.191,48.875,359.907,-9.730,7.767,7.805,0.002923
3.300,353.216,49.773,48.818,360.031,3.701,8.021,7.793,0.014366
3.400,353.092,51.185,48.889,360.117,-6.434,8.248,7.802,0.025990
3.500,353.339,52.820,48.929,360.600,1.549,8.502,7.798,0.012343
3.600,353.300,54.289,48.918,360.778,7.755,8.736,7.793,0.008483
3.700,353.151,55.982,48.924,360.892,-9.641,9.008,7.791,0.009638
3.800,353.276,57.246,48.916,361.212,5.520,9.204,7.783,0.009426
3.900,353.251,58.858,48.993,361.456,12.948,9.460,7.790,0.004421
4.000,353.150,60.341,48.846,361.582,12.375,9.696,7.764,0.022506
4.100,353.232,61.922,48.855,361.931,-2.343,9.943,7.758,0.000110
4.200,353.008,63.502,48.905,361.993,7.223,10.198,7.764,0.017007
4.300,353.183,64.752,48.863,362.380,-14.470,10.389,7.749,0.037572
4.400,353.124,66.451,48.920,362.637,8.916,10.657,7.753,0.003174
