time_s,x_m,y_m,z_m,range_m,v_radial_mps,azimuth_deg,elevation_deg,rcs_m2
0.000,442.369,36.968,66.602,448.879,-3.808,4.777,8.533,0.001288
0.100,441.317,37.030,66.675,447.859,-12.195,4.796,8.562,0.020195
0.200,440.243,36.885,66.523,446.766,-8.378,4.789,8.563,0.002602
0.300,439.155,36.968,66.567,445.708,-7.315,4.812,8.589,0.000584
0.400,438.138,37.105,66.533,444.712,-14.284,4.841,8.604,0.000207
0.500,437.023,36.918,66.601,443.607,-5.043,4.829,8.635,0.004165
0.600,436.040,37.011,66.600,442.647,-1.648,4.852,8.654,0.007002
0.700,434.963,36.972,66.585,441.580,-16.828,4.859,8.673,0.007645
0.800,433.882,36.912,66.639,440.519,-11.772,4.863,8.701,0.022615
0.900,432.806,37.056,66.597,439.464,-16.309,4.894,8.716,0.002919
1.000,431.815,36.959,66.606,438.482,-11.912,4.892,8.737,0.001981
1.100,430.678,37.014,66.662,437.376,-5.488,4.912,8.767,0.007855
1.200,429.668,36.981,66.564,436.363,-13.521,4.919,8.774,0.002910
1.300,428.578,36.848,66.564,435.278,-7.188,4.914,8.796,0.007496
1.400,427.515,36.986,66.616,434.252,-8.712,4.945,8.824,0.033185
1.500,426.526,36.793,66.496,433.244,-8.091,4.930,8.829,0.021329
1.600,425.410,37.053,66.576,432.179,-6.935,4.978,8.862,0.010156
1.700,424.304,36.861,66.691,431.092,-11.839,4.965,8.900,0.022823
1.800,423.208,36.958,66.564,430.002,-10.972,4.991,8.905,0.011932
1.900,422.185,37.101,66.548,429.005,-16.210,5.022,8.924,0.009678
2.000,421.121,36.935,66.622,427.955,-9.633,5.012,8.956,0.004083
2.100,420.111,36.948,66.572,426.955,-11.531,5.026,8.970,0.006970
2.200,419.013,37.060,66.509,425.875,-3.490,5.054,8.985,0.006490
2.300,417.983,36.936,66.526,424.852,-9.871,5.050,9.009,0.007326
2.400,416.874,36.872,66.611,423.770,-16.786,5.055,9.044,0.011038
2.500,415.888,37.057,66.591,422.812,-12.065,5.092,9.061,0.011608
2.600,414.773,36.899,66.551,421.696,-13.711,5.084,9.080,0.004630
2.700,413.699,37.018,66.627,420.662,-9.625,5.113,9.113,0.002377
2.800,412.651,36.980,66.649,419.631,-12.310,5.121,9.139,0.008055
2.900,411.565,37.059,66.520,418.550,-5.485,5.145,9.145,0.016555
3.000,410.544,37.052,66.567,417.553,-1.512,5.157,9.173,0.009111
3.100,409.490,37.061,66.617,416.526,-10.648,5.171,9.203,0.011602
3.200,408.345,37.027,66.625,415.398,-7.822,5.181,9.229,0.003939
3.300,407.346,36.955,66.582,414.402,-7.216,5.184,9.246,0.014209
3.400,406.229,37.118,66.580,413.319,-8.288,5.221,9.270,0.009574
3.500,405.205,37.128,66.605,412.317,-5.718,5.235,9.296,0.003181
3.600,404.118,37.018,66.586,411.236,-11.815,5.234,9.318,0.006370
3.700,403.103,36.993,66.642,410.246,-3.487,5.243,9.349,0.000555
3.800,401.999,37.079,66.638,409.168,-11.742,5.270,9.373,0.004806
3.900,400.877,37.112,66.603,408.063,-12.271,5.289,9.394,0.004490
