time_s,x_m,y_m,z_m,range_m,v_radial_mps,azimuth_deg,elevation_deg,rcs_m2
0.000,423.336,-26.984,44.916,426.566,-15.347,-3.647,6.044,0.002985
0.100,422.387,-26.799,44.978,425.619,-7.990,-3.630,6.066,0.046535
0.200,421.541,-26.910,44.994,424.789,-13.283,-3.653,6.080,0.002662
0.300,420.686,-26.680,44.986,423.925,-9.543,-3.629,6.092,0.007914
0.400,419.826,-26.833,45.054,423.089,-8.957,-3.657,6.113,0.002721
0.500,418.898,-26.856,44.977,422.161,-1.866,-3.668,6.116,0.003726
0.600,418.148,-27.086,44.946,421.428,-6.444,-3.706,6.122,0.001702
0.700,417.111,-26.713,45.046,420.386,-3.510,-3.664,6.151,0.017714
0.800,416.246,-26.730,44.987,419.522,-7.527,-3.674,6.156,0.000881
0.900,415.361,-26.940,44.938,418.652,-12.780,-3.711,6.162,0.009870
1.000,414.465,-27.017,44.998,417.775,-8.476,-3.730,6.183,0.006674
1.100,413.621,-26.911,44.900,416.920,2.544,-3.723,6.182,0.025211
1.200,412.729,-26.911,44.932,416.039,-8.458,-3.731,6.200,0.001672
1.300,411.910,-26.962,44.927,415.229,-9.043,-3.745,6.211,0.016907
1.400,411.058,-26.944,44.982,414.389,-2.263,-3.750,6.232,0.004964
1.500,410.163,-26.867,44.830,413.479,-9.769,-3.748,6.224,0.025427
1.600,409.219,-26.951,45.001,412.567,-10.669,-3.768,6.262,0.001019
1.700,408.385,-26.805,44.994,411.730,-9.743,-3.755,6.274,0.006301
1.800,407.483,-26.785,44.978,410.832,-10.639,-3.761,6.285,0.005515
1.900,406.580,-26.784,44.964,409.935,-9.914,-3.769,6.297,0.001170
2.000,405.772,-26.857,44.906,409.132,-4.283,-3.787,6.301,0.016489
2.100,404.844,-26.771,44.987,408.215,-7.802,-3.783,6.327,0.009145
2.200,404.007,-26.743,45.008,407.385,-1.673,-3.787,6.343,0.015639
2.300,403.050,-26.745,44.970,406.432,-8.909,-3.796,6.353,0.024235
2.400,402.173,-26.727,44.912,405.555,-2.380,-3.802,6.358,0.002083
