timestamp,temperature_f,precipitation_in,condition,wind_speed_mph,humidity
2024-07-01T00:00:00,64.3,0.01,clear,5.6,55.5
2024-07-01T01:00:00,65.3,0.0,clear,5.7,37.7
2024-07-01T02:00:00,71.5,0.0,clear,8.1,67.7
2024-07-01T03:00:00,69.9,0.0,clear,11.8,82.4
2024-07-01T04:00:00,72.8,0.0,clear,7.0,41.8
2024-07-01T05:00:00,81.8,0.0,clear,21.2,37.8
2024-07-01T06:00:00,73.0,0.0,clear,20.3,87.4
2024-07-01T07:00:00,75.6,0.0,clear,10.0,66.8
2024-07-01T08:00:00,80.2,0.0,clear,11.7,74.2
2024-07-01T09:00:00,89.6,0.0,clear,0.1,84.4
2024-07-01T10:00:00,98.4,0.0,clear,18.5,36.6
2024-07-01T11:00:00,86.3,0.0,clear,0.9,82.2
2024-07-01T12:00:00,87.7,0.17,light_rain,1.9,45.7
2024-07-01T13:00:00,82.9,0.0,clear,1.0,32.3
2024-07-01T14:00:00,88.4,0.0,clear,1.7,57.7
2024-07-01T15:00:00,92.7,0.22,light_rain,15.8,71.7
2024-07-01T16:00:00,85.7,0.0,clear,14.3,83.9
2024-07-01T17:00:00,76.9,0.0,clear,5.2,77.4
2024-07-01T18:00:00,81.4,0.0,clear,2.8,61.7
2024-07-01T19:00:00,79.2,0.0,clear,1.4,69.5
2024-07-01T20:00:00,80.4,0.0,clear,17.0,33.7
2024-07-01T21:00:00,81.3,0.0,clear,28.3,57.7
2024-07-01T22:00:00,81.2,0.0,clear,1.6,80.1
2024-07-01T23:00:00,71.7,0.11,light_rain,1.5,76.6
2024-07-02T00:00:00,68.7,0.0,clear,0.6,86.1
2024-07-02T01:00:00,65.1,0.0,clear,0.5,31.2
2024-07-02T02:00:00,61.5,0.0,clear,2.6,41.0
2024-07-02T03:00:00,73.0,0.0,clear,16.6,65.6
2024-07-02T04:00:00,79.6,0.0,clear,6.1,65.5
2024-07-02T05:00:00,79.2,0.13,light_rain,4.8,47.8
2024-07-02T06:00:00,76.0,0.0,clear,1.4,87.7
2024-07-02T07:00:00,92.2,0.0,clear,7.7,55.7
2024-07-02T08:00:00,76.8,0.0,clear,4.8,43.1
2024-07-02T09:00:00,83.3,0.0,clear,3.5,51.7
2024-07-02T10:00:00,89.6,0.0,clear,3.8,78.2
2024-07-02T11:00:00,83.4,0.0,clear,1.6,59.1
2024-07-02T12:00:00,89.2,0.0,clear,20.0,78.5
2024-07-02T13:00:00,95.9,0.0,clear,2.5,36.8
2024-07-02T14:00:00,94.0,0.0,clear,8.6,66.1
2024-07-02T15:00:00,94.1,0.0,clear,13.5,71.5
2024-07-02T16:00:00,83.3,0.0,clear,4.8,71.3
2024-07-02T17:00:00,89.2,0.0,clear,3.7,52.2
2024-07-02T18:00:00,84.8,0.0,clear,17.1,73.1
2024-07-02T19:00:00,78.6,0.0,clear,6.7,52.4
2024-07-02T20:00:00,77.4,0.0,clear,2.0,47.8
2024-07-02T21:00:00,71.4,0.0,clear,3.4,33.7
2024-07-02T22:00:00,66.4,0.0,clear,2.9,78.0
2024-07-02T23:00:00,66.1,0.0,clear,0.3,59.4
2024-07-03T00:00:00,71.5,0.0,clear,3.4,51.6
2024-07-03T01:00:00,59.5,0.0,clear,17.6,50.1
2024-07-03T02:00:00,64.7,0.0,clear,1.7,74.0
2024-07-03T03:00:00,76.7,0.0,clear,3.5,49.0
2024-07-03T04:00:00,78.6,0.18,light_rain,7.9,83.5
2024-07-03T05:00:00,85.1,0.03,clear,1.2,69.8
2024-07-03T06:00:00,80.6,0.0,clear,2.2,74.3
2024-07-03T07:00:00,88.1,0.0,clear,14.1,66.1
2024-07-03T08:00:00,80.9,0.0,clear,8.7,62.6
2024-07-03T09:00:00,78.2,0.0,clear,7.7,62.6
2024-07-03T10:00:00,97.6,0.0,clear,39.7,63.4
2024-07-03T11:00:00,93.0,0.0,clear,0.5,39.7
2024-07-03T12:00:00,92.6,0.0,clear,10.0,53.8
