timestamp,temperature_f,precipitation_in,condition,wind_speed_mph,humidity
2024-07-01T00:00:00,76.4,0.0,clear,4.0,65.7
2024-07-01T01:00:00,68.7,0.0,clear,2.1,32.1
2024-07-01T02:00:00,69.3,0.14,light_rain,7.7,63.6
2024-07-01T03:00:00,68.2,0.14,light_rain,1.1,49.6
2024-07-01T04:00:00,75.2,0.0,clear,4.1,84.7
2024-07-01T05:00:00,83.9,0.0,clear,15.9,71.6
2024-07-01T06:00:00,83.3,0.0,clear,1.4,67.1
2024-07-01T07:00:00,85.2,0.0,clear,2.6,47.7
2024-07-01T08:00:00,92.9,0.0,clear,1.8,79.4
2024-07-01T09:00:00,85.1,0.0,clear,2.0,73.0
2024-07-01T10:00:00,89.0,0.0,clear,2.9,48.1
2024-07-01T11:00:00,96.6,0.01,clear,23.2,85.4
2024-07-01T12:00:00,85.9,0.0,clear,11.1,87.7
2024-07-01T13:00:00,90.6,0.0,clear,2.9,70.4
2024-07-01T14:00:00,93.4,0.0,clear,10.3,36.3
2024-07-01T15:00:00,90.0,0.0,clear,3.4,43.4
2024-07-01T16:00:00,85.5,0.0,clear,0.7,74.2
2024-07-01T17:00:00,89.7,0.0,clear,0.7,48.4
2024-07-01T18:00:00,83.9,0.0,clear,4.9,57.0
2024-07-01T19:00:00,77.1,0.0,clear,12.0,71.6
2024-07-01T20:00:00,85.6,0.0,clear,10.4,49.4
2024-07-01T21:00:00,71.3,0.0,clear,2.1,56.2
2024-07-01T22:00:00,82.7,0.0,clear,0.8,76.8
2024-07-01T23:00:00,64.8,0.0,clear,2.9,51.2
2024-07-02T00:00:00,60.1,0.0,clear,26.5,88.3
2024-07-02T01:00:00,64.6,0.0,clear,23.4,51.8
2024-07-02T02:00:00,77.5,0.0,clear,60.7,54.7
2024-07-02T03:00:00,68.9,0.0,clear,6.3,87.2
2024-07-02T04:00:00,75.5,0.0,clear,0.4,87.5
2024-07-02T05:00:00,79.3,0.0,clear,0.4,69.5
2024-07-02T06:00:00,77.2,0.05,clear,0.1,66.6
2024-07-02T07:00:00,76.3,0.0,clear,6.3,87.0
2024-07-02T08:00:00,88.5,0.0,clear,4.7,79.1
2024-07-02T09:00:00,87.2,0.0,clear,11.6,41.0
2024-07-02T10:00:00,90.2,0.0,clear,4.6,56.4
2024-07-02T11:00:00,79.7,0.0,clear,0.0,49.8
2024-07-02T12:00:00,80.8,0.0,clear,2.9,55.8
2024-07-02T13:00:00,86.0,0.0,clear,13.1,52.7
2024-07-02T14:00:00,79.4,0.0,clear,11.2,78.1
2024-07-02T15:00:00,78.7,0.0,clear,6.7,56.1
2024-07-02T16:00:00,91.0,0.0,clear,4.5,44.0
2024-07-02T17:00:00,87.2,0.0,clear,13.9,73.6
2024-07-02T18:00:00,71.2,0.0,clear,4.9,47.3
2024-07-02T19:00:00,71.8,0.0,clear,0.2,59.3
2024-07-02T20:00:00,80.8,0.04,clear,10.4,60.6
2024-07-02T21:00:00,78.9,0.0,clear,14.0,38.1
2024-07-02T22:00:00,76.8,0.0,clear,22.9,89.3
2024-07-02T23:00:00,66.7,0.0,clear,0.4,49.0
2024-07-03T00:00:00,74.2,0.0,clear,6.1,48.8
2024-07-03T01:00:00,86.6,0.0,clear,2.8,85.7
2024-07-03T02:00:00,73.7,0.0,clear,57.0,52.2
2024-07-03T03:00:00,80.1,0.0,clear,37.8,82.5
2024-07-03T04:00:00,70.7,0.0,clear,1.3,48.8
2024-07-03T05:00:00,79.0,0.0,clear,6.9,86.8
2024-07-03T06:00:00,82.4,0.0,clear,3.4,87.9
2024-07-03T07:00:00,80.4,0.0,clear,8.6,79.0
2024-07-03T08:00:00,86.6,0.0,clear,17.6,87.0
2024-07-03T09:00:00,90.9,0.0,clear,12.1,62.4
2024-07-03T10:00:00,94.0,0.0,clear,0.3,58.2
2024-07-03T11:00:00,93.2,0.22,light_rain,9.6,80.8
2024-07-03T12:00:00,89.2,0.0,clear,8.3,55.0
2024-07-03T13:00:00,91.3,0.0,clear,2.9,58.5
2024-07-03T14:00:00,87.1,0.02,clear,5.0,63.2
2024-07-03T15:00:00,81.5,0.0,clear,6.0,47.9
2024-07-03T16:00:00,95.2,0.0,clear,11.6,66.6
2024-07-03T17:00:00,75.3,0.0,clear,2.8,52.6
