timestamp,temperature_f,precipitation_in,condition,wind_speed_mph,humidity
2024-07-01T00:00:00,66.6,0.0,clear,0.6,74.5
2024-07-01T01:00:00,75.8,0.0,clear,12.7,42.1
2024-07-01T02:00:00,72.2,0.0,clear,1.4,78.9
2024-07-01T03:00:00,74.0,0.0,clear,16.8,53.5
2024-07-01T04:00:00,85.0,0.0,clear,4.6,52.6
2024-07-01T05:00:00,67.7,0.0,clear,5.6,43.9
2024-07-01T06:00:00,77.8,0.0,clear,3.9,62.6
2024-07-01T07:00:00,83.4,0.28,light_rain,7.9,50.1
2024-07-01T08:00:00,88.4,0.0,clear,12.6,67.2
2024-07-01T09:00:00,91.5,0.0,clear,1.3,48.7
2024-07-01T10:00:00,88.7,0.0,clear,10.9,32.0
2024-07-01T11:00:00,96.8,0.0,clear,3.3,79.3
2024-07-01T12:00:00,91.6,0.19,light_rain,1.1,53.8
2024-07-01T13:00:00,87.0,0.0,clear,10.2,73.2
2024-07-01T14:00:00,90.1,0.0,clear,9.5,62.6
2024-07-01T15:00:00,82.8,0.0,clear,19.1,65.0
2024-07-01T16:00:00,78.4,0.0,clear,5.0,86.8
2024-07-01T17:00:00,83.6,0.0,clear,7.6,31.1
2024-07-01T18:00:00,74.0,0.0,clear,21.5,63.9
2024-07-01T19:00:00,79.4,0.0,clear,1.3,64.6
2024-07-01T20:00:00,75.7,0.0,clear,4.4,74.2
2024-07-01T21:00:00,67.6,0.0,clear,14.6,37.5
2024-07-01T22:00:00,70.3,0.0,clear,16.3,61.1
2024-07-01T23:00:00,61.5,0.04,clear,13.0,30.3
2024-07-02T00:00:00,77.2,0.0,clear,4.1,62.2
2024-07-02T01:00:00,68.7,0.0,clear,10.7,57.1
2024-07-02T02:00:00,74.0,0.0,clear,4.8,38.5
2024-07-02T03:00:00,72.4,0.0,clear,19.7,51.7
2024-07-02T04:00:00,67.9,0.0,clear,8.0,30.8
2024-07-02T05:00:00,71.8,0.0,clear,1.3,54.9
2024-07-02T06:00:00,82.1,0.58,heavy_rain,5.6,65.7
2024-07-02T07:00:00,82.2,0.0,clear,18.3,42.3
2024-07-02T08:00:00,84.4,0.0,clear,0.3,58.3
2024-07-02T09:00:00,83.0,0.0,clear,4.8,61.5
2024-07-02T10:00:00,88.7,0.0,clear,4.1,63.6
2024-07-02T11:00:00,87.5,0.0,clear,23.4,52.4
2024-07-02T12:00:00,87.7,0.0,clear,8.3,54.5
2024-07-02T13:00:00,93.9,0.03,clear,2.1,70.3
2024-07-02T14:00:00,94.5,0.01,clear,12.9,40.7
2024-07-02T15:00:00,80.5,0.03,clear,10.2,81.3
2024-07-02T16:00:00,88.1,0.0,clear,4.0,70.1
2024-07-02T17:00:00,78.8,0.0,clear,0.1,35.1
2024-07-02T18:00:00,74.8,0.0,clear,0.2,40.9
2024-07-02T19:00:00,68.6,0.0,clear,13.6,50.5
2024-07-02T20:00:00,83.3,0.0,clear,3.8,65.4
2024-07-02T21:00:00,76.2,0.0,clear,6.4,56.2
2024-07-02T22:00:00,63.8,0.0,clear,23.7,75.8
2024-07-02T23:00:00,74.7,0.0,clear,4.4,31.3
2024-07-03T00:00:00,69.3,0.0,clear,6.2,68.0
2024-07-03T01:00:00,66.7,0.0,clear,33.3,61.5
2024-07-03T02:00:00,68.7,0.0,clear,2.5,31.1
2024-07-03T03:00:00,64.2,0.0,clear,8.4,79.8
2024-07-03T04:00:00,77.2,0.0,clear,0.1,38.2
2024-07-03T05:00:00,85.0,0.0,clear,1.5,84.9
2024-07-03T06:00:00,87.3,0.0,clear,3.9,61.1
2024-07-03T07:00:00,80.3,0.0,clear,2.3,53.4
2024-07-03T08:00:00,85.4,0.0,clear,3.5,73.1
2024-07-03T09:00:00,89.4,0.0,clear,8.7,86.2
2024-07-03T10:00:00,79.3,0.0,clear,1.9,31.9
2024-07-03T11:00:00,92.1,0.07,clear,7.3,50.1
2024-07-03T12:00:00,81.8,0.0,clear,0.9,34.5
2024-07-03T13:00:00,88.9,0.0,clear,4.6,44.8
