timestamp,temperature_f,precipitation_in,condition,wind_speed_mph,humidity
2024-07-01T00:00:00,75.5,0.0,clear,3.0,53.5
2024-07-01T01:00:00,68.9,0.0,clear,0.2,85.9
2024-07-01T02:00:00,77.2,0.0,clear,2.9,30.3
2024-07-01T03:00:00,76.4,0.0,clear,4.6,66.4
2024-07-01T04:00:00,84.2,0.0,clear,2.1,41.8
2024-07-01T05:00:00,66.6,0.0,clear,6.4,81.7
2024-07-01T06:00:00,78.7,0.0,clear,1.0,60.2
2024-07-01T07:00:00,81.9,0.0,clear,11.9,59.6
2024-07-01T08:00:00,74.8,0.0,clear,1.8,41.7
2024-07-01T09:00:00,89.8,0.0,clear,9.5,74.8
2024-07-01T10:00:00,92.2,0.0,clear,14.5,88.5
2024-07-01T11:00:00,93.8,0.0,clear,3.7,56.3
2024-07-01T12:00:00,83.3,0.0,clear,4.2,54.6
2024-07-01T13:00:00,93.0,0.0,clear,4.4,48.9
2024-07-01T14:00:00,89.4,0.0,clear,17.4,73.1
2024-07-01T15:00:00,86.4,0.0,clear,4.7,81.2
2024-07-01T16:00:00,82.5,0.0,clear,6.4,66.7
2024-07-01T17:00:00,88.6,0.0,clear,1.1,88.0
2024-07-01T18:00:00,81.2,0.0,clear,36.0,61.4
2024-07-01T19:00:00,77.3,0.0,clear,13.5,78.0
2024-07-01T20:00:00,77.2,0.29,light_rain,6.1,79.6
2024-07-01T21:00:00,74.2,0.0,clear,2.3,72.1
2024-07-01T22:00:00,66.1,0.0,clear,4.3,39.2
2024-07-01T23:00:00,67.0,0.0,clear,18.7,30.9
2024-07-02T00:00:00,63.7,0.0,clear,30.3,32.8
2024-07-02T01:00:00,71.2,0.0,clear,8.2,47.5
2024-07-02T02:00:00,76.3,0.0,clear,0.5,40.3
2024-07-02T03:00:00,74.5,0.0,clear,7.5,37.7
2024-07-02T04:00:00,80.0,0.0,clear,2.7,49.6
2024-07-02T05:00:00,86.4,0.0,clear,17.5,55.5
2024-07-02T06:00:00,79.2,0.0,clear,2.5,79.5
2024-07-02T07:00:00,95.0,0.0,clear,4.8,40.8
2024-07-02T08:00:00,90.1,0.0,clear,1.2,83.4
2024-07-02T09:00:00,88.4,0.0,clear,0.0,51.9
2024-07-02T10:00:00,92.2,0.18,light_rain,3.0,52.8
2024-07-02T11:00:00,93.2,0.0,clear,7.5,42.3
2024-07-02T12:00:00,85.8,0.0,clear,14.2,85.5
2024-07-02T13:00:00,83.2,0.0,clear,15.6,89.1
2024-07-02T14:00:00,88.6,0.0,clear,13.2,81.3
2024-07-02T15:00:00,82.1,0.0,clear,11.5,81.2
2024-07-02T16:00:00,85.8,0.0,clear,0.7,54.5
2024-07-02T17:00:00,85.0,0.03,clear,13.9,35.3
2024-07-02T18:00:00,80.7,0.0,clear,21.8,82.9
2024-07-02T19:00:00,73.5,0.0,clear,3.0,39.8
2024-07-02T20:00:00,68.7,0.0,clear,0.9,59.3
2024-07-02T21:00:00,75.9,0.0,clear,2.6,74.3
2024-07-02T22:00:00,66.8,0.0,clear,26.4,74.6
2024-07-02T23:00:00,73.0,0.0,clear,1.1,65.6
2024-07-03T00:00:00,70.0,0.0,clear,38.0,85.8
2024-07-03T01:00:00,81.8,0.24,light_rain,27.0,86.0
2024-07-03T02:00:00,74.7,0.0,clear,2.6,84.8
2024-07-03T03:00:00,75.8,0.0,clear,19.7,54.1
2024-07-03T04:00:00,77.9,0.0,clear,3.5,34.3
2024-07-03T05:00:00,76.7,0.0,clear,3.8,87.9
2024-07-03T06:00:00,82.2,0.0,clear,5.9,64.7
2024-07-03T07:00:00,84.8,0.0,clear,0.1,46.6
2024-07-03T08:00:00,85.8,0.0,clear,6.7,83.7
2024-07-03T09:00:00,79.1,0.0,clear,3.6,32.6
2024-07-03T10:00:00,93.7,0.09,clear,5.1,58.5
2024-07-03T11:00:00,89.5,0.0,clear,14.3,35.9
2024-07-03T12:00:00,94.4,0.0,clear,17.8,35.2
2024-07-03T13:00:00,86.1,0.0,clear,12.1,40.6
2024-07-03T14:00:00,89.7,0.0,clear,1.7,62.2
2024-07-03T15:00:00,93.7,0.0,clear,1.2,64.3
2024-07-03T16:00:00,80.7,0.2,light_rain,6.4,84.9
2024-07-03T17:00:00,79.8,0.0,clear,15.7,74.9
2024-07-03T18:00:00,79.3,0.0,clear,3.3,54.3
2024-07-03T19:00:00,69.5,0.0,clear,9.2,61.9
2024-07-03T20:00:00,71.7,0.0,clear,5.7,51.7
2024-07-03T21:00:00,70.8,0.07,clear,0.0,61.4
2024-07-03T22:00:00,71.6,0.0,clear,8.3,70.6
2024-07-03T23:00:00,66.3,0.0,clear,1.7,53.5
2024-07-04T00:00:00,70.9,0.0,clear,6.3,87.1
2024-07-04T01:00:00,67.4,0.02,clear,2.7,47.8
2024-07-04T02:00:00,70.4,0.0,clear,6.7,36.2
2024-07-04T03:00:00,76.1,0.0,clear,2.0,75.3
2024-07-04T04:00:00,74.3,0.01,clear,5.5,75.6
2024-07-04T05:00:00,68.9,0.0,clear,4.3,41.1
2024-07-04T06:00:00,78.0,0.0,clear,4.8,43.1
2024-07-04T07:00:00,87.1,0.0,clear,12.9,42.0
2024-07-04T08:00:00,92.5,0.0,clear,19.6,77.8
2024-07-04T09:00:00,88.6,0.0,clear,3.1,53.3
2024-07-04T10:00:00,86.8,0.0,clear,5.8,60.8
2024-07-04T11:00:00,96.7,0.0,clear,3.5,65.1
2024-07-04T12:00:00,87.0,0.0,clear,1.2,71.3
