timestamp,city,competitor_1_multiplier,competitor_2_multiplier,competitor_1_available,competitor_2_available
2024-07-01T01:00:00,Los Angeles,0.98,1.13,True,True
2024-07-01T09:00:00,Los Angeles,1.32,1.48,True,True
2024-07-01T13:00:00,Los Angeles,1.35,1.13,True,True
2024-07-01T15:00:00,Los Angeles,1.1,1.87,True,True
2024-07-01T16:00:00,Los Angeles,0.92,1.09,True,True
2024-07-01T17:00:00,Los Angeles,1.06,1.11,True,True
2024-07-01T22:00:00,Los Angeles,0.91,1.26,True,True
2024-07-02T00:00:00,Los Angeles,1.07,0.95,True,True
2024-07-02T01:00:00,Los Angeles,1.0,0.88,True,True
2024-07-02T05:00:00,Los Angeles,0.96,0.87,True,True
2024-07-02T09:00:00,Los Angeles,1.23,0.97,True,True
2024-07-02T14:00:00,Los Angeles,1.04,0.88,True,True
2024-07-02T18:00:00,Los Angeles,0.97,1.08,True,True
2024-07-03T00:00:00,Los Angeles,1.07,1.09,True,True
2024-07-03T02:00:00,Los Angeles,1.01,0.9,True,True
2024-07-03T07:00:00,Los Angeles,1.06,1.06,False,False
2024-07-03T08:00:00,Los Angeles,2.09,0.93,True,False
2024-07-03T09:00:00,Los Angeles,1.31,0.89,True,True
2024-07-03T10:00:00,Los Angeles,0.97,1.45,False,True
2024-07-03T11:00:00,Los Angeles,0.98,1.05,True,True
2024-07-03T18:00:00,Los Angeles,1.09,1.0,True,True
2024-07-03T21:00:00,Los Angeles,0.93,1.06,False,True
2024-07-03T22:00:00,Los Angeles,1.39,1.69,False,True
2024-07-04T03:00:00,Los Angeles,0.9,1.07,True,True
2024-07-04T09:00:00,Los Angeles,1.0,0.99,False,True
2024-07-04T14:00:00,Los Angeles,1.07,1.14,True,True
2024-07-04T19:00:00,Los Angeles,1.03,1.08,True,True
2024-07-04T22:00:00,Los Angeles,0.99,1.09,True,True
2024-07-05T02:00:00,Los Angeles,1.25,0.92,True,True
2024-07-05T03:00:00,Los Angeles,1.03,1.13,False,True
2024-07-05T04:00:00,Los Angeles,0.92,0.99,True,True
2024-07-05T07:00:00,Los Angeles,1.25,1.03,True,True
2024-07-05T09:00:00,Los Angeles,1.04,1.37,True,True
2024-07-05T12:00:00,Los Angeles,0.91,1.12,True,True
2024-07-05T16:00:00,Los Angeles,1.25,1.59,True,True
2024-07-05T17:00:00,Los Angeles,1.73,1.2,True,False
2024-07-05T18:00:00,Los Angeles,1.12,1.49,True,True
2024-07-05T22:00:00,Los Angeles,1.8,1.03,True,False
2024-07-06T00:00:00,Los Angeles,1.1,0.92,True,True
2024-07-06T07:00:00,Los Angeles,1.08,1.44,True,True
2024-07-06T09:00:00,Los Angeles,1.0,1.03,True,True
2024-07-06T10:00:00,Los Angeles,0.94,0.95,True,True
2024-07-06T13:00:00,Los Angeles,1.06,1.11,True,True
2024-07-06T17:00:00,Los Angeles,0.98,0.96,False,True
2024-07-07T06:00:00,Los Angeles,0.95,1.13,True,False
2024-07-07T08:00:00,Los Angeles,1.14,0.93,True,True
2024-07-07T12:00:00,Los Angeles,0.98,1.07,True,True
2024-07-07T14:00:00,Los Angeles,1.0,0.95,True,True
2024-07-07T19:00:00,Los Angeles,1.66,0.97,True,True
2024-07-07T21:00:00,Los Angeles,0.94,1.04,True,True
2024-07-07T22:00:00,Los Angeles,1.08,1.2,True,True
2024-07-08T01:00:00,Los Angeles,1.1,1.03,True,True
2024-07-08T03:00:00,Los Angeles,0.95,0.97,True,True
2024-07-08T04:00:00,Los Angeles,1.06,0.95,False,True
2024-07-08T05:00:00,Los Angeles,1.07,1.07,True,True
2024-07-08T07:00:00,Los Angeles,1.0,1.4,True,True
2024-07-08T12:00:00,Los Angeles,1.02,0.9,True,True
2024-07-08T15:00:00,Los Angeles,0.96,1.13,True,True
2024-07-08T19:00:00,Los Angeles,0.93,0.92,True,True
2024-07-08T20:00:00,Los Angeles,0.94,1.02,True,True
2024-07-08T21:00:00,Los Angeles,1.06,1.14,True,True
2024-07-08T23:00:00,Los Angeles,2.07,1.25,True,False
2024-07-09T05:00:00,Los Angeles,0.96,1.04,True,True
2024-07-09T11:00:00,Los Angeles,1.07,1.03,True,True
2024-07-09T15:00:00,Los Angeles,0.95,1.04,True,True
2024-07-09T17:00:00,Los Angeles,0.94,0.9,True,True
2024-07-09T18:00:00,Los Angeles,1.03,0.98,True,True
2024-07-10T00:00:00,Los Angeles,0.94,1.36,True,True
2024-07-10T02:00:00,Los Angeles,0.99,1.05,False,True
2024-07-10T03:00:00,Los Angeles,0.93,0.86,True,True
2024-07-10T05:00:00,Los Angeles,1.36,0.93,True,False
2024-07-10T07:00:00,Los Angeles,1.02,0.98,False,False
2024-07-10T09:00:00,Los Angeles,1.74,0.97,True,True
2024-07-10T10:00:00,Los Angeles,0.99,0.96,True,True
2024-07-11T00:00:00,Los Angeles,1.37,1.14,True,False
2024-07-11T05:00:00,Los Angeles,0.97,0.9,True,False
2024-07-11T08:00:00,Los Angeles,1.51,1.12,True,True
2024-07-11T12:00:00,Los Angeles,0.92,0.9,True,True
